Content ID,Question ID,Flag type,Original value,Cleaned value,Note
KIBE-082,Q13,removed conflicting null option,"No justification, Presented as common sense",Presented as common sense,Null option cannot be combined with substantive labels
KIBE-082,Q13,normalized multi-select formatting,"No justification, Presented as common sense",Presented as common sense,Standardized separators/case/order/exact labels
KIBE-082,Q8A,shortened other specify,Wives becoming mothers and losing sexual desirability,Wives becoming mothers and losing,Prompt requests 1-5 words
1951644655797362727,Q2,normalized multi-select formatting,"Gender issues, Dating/marriage, Mental health","Dating/marriage, Mental health, Gender issues",Standardized separators/case/order/exact labels
1951644655797362727,Q7,normalized multi-select formatting,"Men need to not show emotions, Men need to dominate/lead","Men need to dominate/lead, Men need to not show emotions",Standardized separators/case/order/exact labels
1951644655797362727,Q11,normalized multi-select formatting,"Information seeking, Status seeking, Self expression/identity construction","Information seeking, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
1951644655797362727,Q13,removed conflicting null option,"No justification, Presented as common sense",Presented as common sense,Null option cannot be combined with substantive labels
1951644655797362727,Q13,normalized multi-select formatting,"No justification, Presented as common sense",Presented as common sense,Standardized separators/case/order/exact labels
1951644655797362727,Q18B,shortened other specify,Calls for men to control anger and avoid abusive behavior,Calls for men to control,Prompt requests 1-5 words
1954120691185250750,Q2,normalized multi-select formatting,"Gender issues, Dating/marriage","Dating/marriage, Gender issues",Standardized separators/case/order/exact labels
1954120691185250750,Q8,normalized multi-select formatting,"Men's behavior, Women/feminism","Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
1954120691185250750,Q13,removed conflicting null option,"No justification, Presented as common sense",Presented as common sense,Null option cannot be combined with substantive labels
1954120691185250750,Q13,normalized multi-select formatting,"No justification, Presented as common sense",Presented as common sense,Standardized separators/case/order/exact labels
1969310581648654500,Q1A,normalized multi-select formatting,"Other, Shares something surprising","Shares something surprising, Other",Standardized separators/case/order/exact labels
1969310581648654500,Q2,normalized multi-select formatting,"Gender issues, Dating/marriage, Religion/morality","Dating/marriage, Gender issues, Religion/morality",Standardized separators/case/order/exact labels
1969310581648654500,Q8,normalized multi-select formatting,"Men's behavior, Women/feminism, Other","Women/feminism, Men's behavior, Other",Standardized separators/case/order/exact labels
1969310581648654500,Q13,normalized multi-select formatting,"References religion/tradition, Presented as common sense","Presented as common sense, References religion/tradition",Standardized separators/case/order/exact labels
1969310581648654500,Q7A,shortened other specify,Men should not be emotionally dependent on women,Men should not be emotionally,Prompt requests 1-5 words
1969310581648654500,Q8A,shortened other specify,Men giving women power in marriage,Men giving women power in,Prompt requests 1-5 words
1969310581648654500,Q18B,shortened other specify,Calls for men to avoid emotional dependence on women,Calls for men to avoid,Prompt requests 1-5 words
2035265419842359420,Q2,normalized multi-select formatting,"Gender issues, Dating/marriage, Religion/morality","Dating/marriage, Gender issues, Religion/morality",Standardized separators/case/order/exact labels
2035265419842359420,Q8,normalized multi-select formatting,"Men's behavior, Women/feminism","Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
2035265419842359420,Q13,normalized multi-select formatting,"References religion/tradition, Presented as common sense","Presented as common sense, References religion/tradition",Standardized separators/case/order/exact labels
2035265419842359420,Q18B,shortened other specify,Calls for men not to rescue women,Calls for men not to,Prompt requests 1-5 words
2039621704155045988,Q1A,normalized multi-select formatting,"Use of all CAPS, Uses a news headline or social media trend as opener, Shares something surprising, Shares something sexual","Use of all CAPS, Shares something sexual, Shares something surprising, Uses a news headline or social media trend as opener",Standardized separators/case/order/exact labels
2039621704155045988,Q2,normalized multi-select formatting,"Gender issues, Dating/marriage, Religion/morality, Social issues, Mental health","Dating/marriage, Mental health, Gender issues, Social issues, Religion/morality",Standardized separators/case/order/exact labels
2039621704155045988,Q8,normalized multi-select formatting,"Men's behavior, Women/feminism, Mental health/emotional struggle, Other","Women/feminism, Men's behavior, Mental health/emotional struggle, Other",Standardized separators/case/order/exact labels
2039621704155045988,Q12,normalized multi-select formatting,"Generalizations about men/women, Moral/religious claims, Facts/statistics, Cultural/social observations
","Generalizations about men/women, Cultural/social observations, Facts/statistics, Moral/religious claims",Standardized separators/case/order/exact labels
2039621704155045988,Q13,removed conflicting null option,"Presented as common sense, No justification, References data","Presented as common sense, References data",Null option cannot be combined with substantive labels
2039621704155045988,Q13,normalized multi-select formatting,"Presented as common sense, No justification, References data","Presented as common sense, References data",Standardized separators/case/order/exact labels
2039621704155045988,Q7A,shortened other specify,Men need to be sexually cautious/selective,Men need to be sexually,Prompt requests 1-5 words
2039621704155045988,Q18B,shortened other specify,Calls for mem to avoid casual sex/protect themselves from STIs,Calls for mem to avoid,Prompt requests 1-5 words
2040474881876267501,Q2,normalized multi-select formatting,"Money/status, Dating/marriage, Gender issues","Dating/marriage, Money/status, Gender issues",Standardized separators/case/order/exact labels
2040474881876267501,Q8,normalized multi-select formatting,"Men’s behavior, Economic/status pressure","Men's behavior, Economic/status pressure",Standardized separators/case/order/exact labels
2040474881876267501,Q13,removed conflicting null option,"Presented as common sense, No justification",Presented as common sense,Null option cannot be combined with substantive labels
2040474881876267501,Q13,normalized multi-select formatting,"Presented as common sense, No justification",Presented as common sense,Standardized separators/case/order/exact labels
2047918654382112910,Q2,normalized multi-select formatting,"Religion/morality, Dating/marriage, Gender issues","Dating/marriage, Gender issues, Religion/morality",Standardized separators/case/order/exact labels
2047918654382112910,Q7,normalized multi-select formatting,"Men need to dominate/lead, Men need to not show emotion, Other","Men need to dominate/lead, Men need to not show emotions, Other",Standardized separators/case/order/exact labels
2047918654382112910,Q12,removed conflicting null option,"Generalizations about men/women, No support",Generalizations about men/women,Null option cannot be combined with substantive labels
2047918654382112910,Q12,normalized multi-select formatting,"Generalizations about men/women, No support",Generalizations about men/women,Standardized separators/case/order/exact labels
2047918654382112910,Q13,removed conflicting null option,"Presented as common sense, No justification",Presented as common sense,Null option cannot be combined with substantive labels
2047918654382112910,Q13,normalized multi-select formatting,"Presented as common sense, No justification",Presented as common sense,Standardized separators/case/order/exact labels
2047918654382112910,Q7A,shortened other specify,Men should seek revenge for cheating,Men should seek revenge for,Prompt requests 1-5 words
2047918654382112910,Q18B,shortened other specify,Calls for revenge against a cheating wife,Calls for revenge against a,Prompt requests 1-5 words
2048024608431804592,Q2,normalized multi-select formatting,"Religion/morality, Dating/marriage, Gender issues, Family/children","Dating/marriage, Family/children, Gender issues, Religion/morality",Standardized separators/case/order/exact labels
2048024608431804592,Q12,normalized multi-select formatting,"Moral/religious claims, Generalizations about men/women","Generalizations about men/women, Moral/religious claims",Standardized separators/case/order/exact labels
2048024608431804592,Q7A,shortened other specify,Men need to spiritually bless/guide the family,Men need to spiritually bless/guide,Prompt requests 1-5 words
2048024608431804592,Q18B,shortened other specify,Calls for patriarchal spiritual family hierachy,Calls for patriarchal spiritual family,Prompt requests 1-5 words
1951636792672661776,Q2,normalized multi-select formatting,"Gender issues, Social issues, Friends/socializing, Other","Friends/socializing, Gender issues, Social issues, Other",Standardized separators/case/order/exact labels
1951636792672661776,Q8,normalized multi-select formatting,"Women/feminism, General political/social/cultural problems, Other","Global political/social/cultural problems, Women/feminism, Other",Standardized separators/case/order/exact labels
1951636792672661776,Q13,removed conflicting null option,"No justification, Presented as common sense",Presented as common sense,Null option cannot be combined with substantive labels
1951636792672661776,Q13,normalized multi-select formatting,"No justification, Presented as common sense",Presented as common sense,Standardized separators/case/order/exact labels
1951636792672661776,Q7A,shortened other specify,Men need to protect male-only spaces,Men need to protect male-only,Prompt requests 1-5 words
1951636792672661776,Q9A,shortened other specify,Keep women out of men's sports spaces,Keep women out of men's,Prompt requests 1-5 words
1951636792672661776,Q18B,shortened other specify,Calls to protect male-only spaces from women's leadership/officiating,Calls to protect male-only spaces,Prompt requests 1-5 words
EDDY-062,Q2,normalized multi-select formatting,"Gender issues, Social issues, Gaming/technology, Family/children","Family/children, Gender issues, Social issues, Gaming/technology",Standardized separators/case/order/exact labels
EDDY-062,Q8,normalized multi-select formatting,"General political/social/cultural problems, Western political/social influence, Other","Global political/social/cultural problems, Western political/social influence, Other",Standardized separators/case/order/exact labels
EDDY-062,Q8A,shortened other specify,The issue of the forgotten boy child,The issue of the forgotten,Prompt requests 1-5 words
EDDY-020,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
EDDY-020,Q9A,shortened other specify,Creating a space for open conversation about men's mental health,Creating a space for open,Prompt requests 1-5 words
EDDY-037,Q10,normalized multi-select formatting,"Personal story, Advice/instruction","Advice/instruction, Personal story",Standardized separators/case/order/exact labels
EDDY-037,Q18B,shortened other specify,Call for the audience to ask for help if they need it,Call for the audience to,Prompt requests 1-5 words
EDDY-038,Q7,conditional normalization,Men need to provide/succeed,Mixed/unclear,Q6 = Unclear
EDDY-059,Q9A,shortened other specify,More conversation about mental health from those in power,More conversation about mental health,Prompt requests 1-5 words
RIX-026,Q2,normalized multi-select formatting,"Mental health, Social issues, e.g. corruption","Mental health, Social issues",Standardized separators/case/order/exact labels
RIX-026,Q8,normalized multi-select formatting,"Men’s behavior, Mental health/emotional struggle","Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
RIX-078,Q2,normalized multi-select formatting,"Mental health, Social issues, e.g. corruption","Mental health, Social issues",Standardized separators/case/order/exact labels
RIX-078,Q8,normalized multi-select formatting,"Mental health/emotional struggle, Global political/social/cultural problems, Other","Global political/social/cultural problems, Mental health/emotional struggle, Other",Standardized separators/case/order/exact labels
RIX-078,Q12,normalized multi-select formatting,"Cultural/social observations, Personal experience","Personal experience, Cultural/social observations",Standardized separators/case/order/exact labels
RIX-078,Q7,conditional normalization,Men need to be emotionally open,Mixed/unclear,Q6 = Unclear
RIX-085,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Mental health","Mental health, Gender issues",Standardized separators/case/order/exact labels
RIX-085,Q8,normalized multi-select formatting,"Global political/social/cultural problems, Men’s behavior, Mental health/emotional struggle","Global political/social/cultural problems, Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
RIX-085,Q12,normalized multi-select formatting,"Stories about men/women, Personal experience","Personal experience, Stories about men/women",Standardized separators/case/order/exact labels
PHIL-016,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Social issues, e.g. corruption","Gender issues, Social issues",Standardized separators/case/order/exact labels
PHIL-016,Q6,conditional normalization,No,Not applicable,Q4 = No
PHIL-020,Q2,normalized multi-select formatting,"Family/children, Gender issues, e.g. equality, Money/status","Family/children, Money/status, Gender issues",Standardized separators/case/order/exact labels
PHIL-020,Q8,normalized multi-select formatting,"Kenyan or Nigerian political/social problems, Men’s behavior, Economic/status pressure","Kenyan or Nigerian political/social problems, Men's behavior, Economic/status pressure",Standardized separators/case/order/exact labels
PHIL-021,Q2,normalized multi-select formatting,"Family/children, Dating/marriage, Gender issues, e.g. equality","Dating/marriage, Family/children, Gender issues",Standardized separators/case/order/exact labels
PHIL-021,Q8,normalized multi-select formatting,"Women/feminism, Kenyan or Nigerian political/social problems","Kenyan or Nigerian political/social problems, Women/feminism",Standardized separators/case/order/exact labels
PHIL-026,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Social issues, e.g. corruption","Gender issues, Social issues",Standardized separators/case/order/exact labels
PHIL-026,Q10,normalized multi-select formatting,"News/telling facts, Commentary/opinion","Commentary/opinion, News/telling facts",Standardized separators/case/order/exact labels
KIBE-005,Q2,normalized multi-select formatting,"Gender issues, e.g. equality",Gender issues,Standardized separators/case/order/exact labels
KIBE-005,Q10,normalized multi-select formatting,"Commentary/opinion, Personal story","Personal story, Commentary/opinion",Standardized separators/case/order/exact labels
KIBE-037,Q2,normalized multi-select formatting,"Friends/socializing, Dating/marriage","Dating/marriage, Friends/socializing",Standardized separators/case/order/exact labels
KIBE-037,Q12,normalized multi-select formatting,"Personal experience, Generalizations about men/women","Generalizations about men/women, Personal experience",Standardized separators/case/order/exact labels
KIBE-037,Q7A,shortened other specify,Men need to stick to their word,Men need to stick to,Prompt requests 1-5 words
KIBE-067,Q2,normalized multi-select formatting,"Family/children, Gender issues, e.g. equality","Family/children, Gender issues",Standardized separators/case/order/exact labels
KIBE-069,Q8,normalized multi-select formatting,"Women/feminism, Kenyan or Nigerian political/social problems","Kenyan or Nigerian political/social problems, Women/feminism",Standardized separators/case/order/exact labels
1976943608214212735,Q8,normalized multi-select formatting,"Women/feminism, Kenyan or Nigerian political/social problems","Kenyan or Nigerian political/social problems, Women/feminism",Standardized separators/case/order/exact labels
1977034206967378054,Q9A,shortened other specify,Vague ideas about growing and power,Vague ideas about growing and,Prompt requests 1-5 words
2035227655516061989,Q2,normalized multi-select formatting,"Money/status, Dating/marriage","Dating/marriage, Money/status",Standardized separators/case/order/exact labels
2035227655516061989,Q11,normalized multi-select formatting,"Status seeking, Self expression/identity construction","Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
2040452017219310007,Q2,normalized multi-select formatting,"Dating/marriage, Gender issues, e.g. equality","Dating/marriage, Gender issues",Standardized separators/case/order/exact labels
2040452017219310007,Q9,normalized multi-select formatting,"More equality/respect for men, Assert dominance/control","Assert dominance/control, More equality/respect for men",Standardized separators/case/order/exact labels
2040452017219310007,Q18A,normalized multi-select formatting,Calls for women to follow more traditional gender norm,Calls for women to follow more traditional gender norms,Standardized separators/case/order/exact labels
2046942539295424701,Q6,conditional normalization,No,Not applicable,Q4 = No
2047926330331684873,Q9,normalized multi-select formatting,"More self-discipline/fitness, More wealth/status","More wealth/status, More self-discipline/fitness",Standardized separators/case/order/exact labels
2047926330331684873,Q18B,shortened other specify,Calls for men to improve themselves,Calls for men to improve,Prompt requests 1-5 words
2047971502197195023,Q2,normalized multi-select formatting,"Family/children, Dating/marriage","Dating/marriage, Family/children",Standardized separators/case/order/exact labels
2047971502197195023,Q9A,shortened other specify,Be in control and avoid drama,Be in control and avoid,Prompt requests 1-5 words
2047971502197195023,Q18B,shortened other specify,Calls for men to be in control and avoid drama,Calls for men to be,Prompt requests 1-5 words
2048054872243618116,Q8,normalized multi-select formatting,"Women/feminism, Men’s behavior","Women/feminism, Men's behavior",Standardized separators/case/order/exact labels
2048054872243618116,Q18B,shortened other specify,Be prepared and have an exit plan,Be prepared and have an,Prompt requests 1-5 words
KIBE-036,Q8,normalized multi-select formatting,Men’s behavior,Men's behavior,Standardized separators/case/order/exact labels
KIBE-036,Q12,normalized multi-select formatting,"Personal experience, Generalizations about men/women","Generalizations about men/women, Personal experience",Standardized separators/case/order/exact labels
KIBE-088,Q2,normalized multi-select formatting,"Gender issues, e.g. equality, Other","Gender issues, Other",Standardized separators/case/order/exact labels
KIBE-088,Q8,normalized multi-select formatting,Men’s behavior,Men's behavior,Standardized separators/case/order/exact labels
RIX-065,Q8,normalized multi-select formatting,"Men’s behavior, Mental health/emotional struggle","Men's behavior, Mental health/emotional struggle",Standardized separators/case/order/exact labels
EDDY-005,Q7,normalized multi-select formatting,"Men need to improve themselves, other","Men need to improve themselves, Other",Standardized separators/case/order/exact labels
EDDY-005,Q9,normalized multi-select formatting,"More emotional growth/healing, other","More emotional growth/healing, Other",Standardized separators/case/order/exact labels
EDDY-005,Q10,normalized multi-select formatting,"Advice/instruction, personal story","Advice/instruction, Personal story",Standardized separators/case/order/exact labels
EDDY-005,Q11,normalized multi-select formatting,"Connection/social interaction, self expression/identity construction, information seeking","Information seeking, Connection/social interaction, Self expression/identity construction",Standardized separators/case/order/exact labels
EDDY-005,Q7A,shortened other specify,Men need to be emotionally available fathers,Men need to be emotionally,Prompt requests 1-5 words
EDDY-017,Q9,normalized multi-select formatting,"More emotional growth/healing, other","More emotional growth/healing, Other",Standardized separators/case/order/exact labels
EDDY-017,Q11,normalized multi-select formatting,"Connection/social interaction, self expression/identity construction, information seeking","Information seeking, Connection/social interaction, Self expression/identity construction",Standardized separators/case/order/exact labels
EDDY-017,Q7A,shortened other specify,Men need to practice more self care,Men need to practice more,Prompt requests 1-5 words
EDDY-017,Q9A,shortened other specify,Men should practice more self care,Men should practice more self,Prompt requests 1-5 words
EDDY-023,Q3,normalized multi-select formatting,"Interview/conversational content, motivational/self-help content","Interview/conversational content, Motivational/self-help content",Standardized separators/case/order/exact labels
EDDY-023,Q11,normalized multi-select formatting,"Connection/social interaction, self expression/identity construction, information seeking","Information seeking, Connection/social interaction, Self expression/identity construction",Standardized separators/case/order/exact labels
EDDY-023,Q5,conditional normalization,More progressive/equitable/expansive,Does not address masculinity or gender norms,Q4 = No
EDDY-023,Q6,conditional normalization,No,Not applicable,Q4 = No
EDDY-023,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
EDDY-035,Q2,normalized multi-select formatting,"Mental health, other","Mental health, Other",Standardized separators/case/order/exact labels
EDDY-035,Q3,normalized multi-select formatting,"Interview/conversational content, motivational/self-help content","Interview/conversational content, Motivational/self-help content",Standardized separators/case/order/exact labels
EDDY-035,Q11,normalized multi-select formatting,"Connection/social interaction, self expression/identity construction, information seeking","Information seeking, Connection/social interaction, Self expression/identity construction",Standardized separators/case/order/exact labels
EDDY-055,Q3,normalized multi-select formatting,"Commentary/reaction content, other","Commentary/reaction content, Other",Standardized separators/case/order/exact labels
EDDY-055,Q11,normalized multi-select formatting,"Connection/social interaction, entertainment/escapism","Entertainment/escapism, Connection/social interaction",Standardized separators/case/order/exact labels
EDDY-055,Q6,conditional normalization,No,Not applicable,Q4 = No
EDDY-055,Q3A,shortened other specify,Personal/confessional.,Personal/confessional,Prompt requests 1-5 words
RIX-003,Q2,normalized multi-select formatting,"Mental health, gender issues, other","Mental health, Gender issues, Other",Standardized separators/case/order/exact labels
RIX-003,Q11,normalized multi-select formatting,"Information seeking, self expression/identity construction","Information seeking, Self expression/identity construction",Standardized separators/case/order/exact labels
RIX-003,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
RIX-018,Q2,normalized multi-select formatting,"Family/children, other","Family/children, Other",Standardized separators/case/order/exact labels
RIX-018,Q3,normalized multi-select formatting,"Interview/conversational content, motivational/self-help content","Interview/conversational content, Motivational/self-help content",Standardized separators/case/order/exact labels
RIX-018,Q7,normalized multi-select formatting,Men need to be more emotionally open,Men need to be emotionally open,Standardized separators/case/order/exact labels
RIX-018,Q11,normalized multi-select formatting,"Connection/social interaction, self expression/identity construction, information seeking","Information seeking, Connection/social interaction, Self expression/identity construction",Standardized separators/case/order/exact labels
RIX-018,Q7,conditional normalization,Men need to be emotionally open,Not applicable,Q6 = No/Not applicable
RIX-046,Q2,normalized multi-select formatting,"Family/children, other","Family/children, Other",Standardized separators/case/order/exact labels
RIX-046,Q11,normalized multi-select formatting,"Connection/social interaction, self expression/identity construction, information seeking","Information seeking, Connection/social interaction, Self expression/identity construction",Standardized separators/case/order/exact labels
RIX-046,Q6,conditional normalization,No,Not applicable,Q4 = No
RIX-047,Q2,normalized multi-select formatting,"Family/children, other","Family/children, Other",Standardized separators/case/order/exact labels
RIX-047,Q11,normalized multi-select formatting,"Connection/social interaction, self expression/identity construction, information seeking","Information seeking, Connection/social interaction, Self expression/identity construction",Standardized separators/case/order/exact labels
RIX-047,Q6,conditional normalization,No,Not applicable,Q4 = No
RIX-076,Q11,normalized multi-select formatting,"Connection/social interaction, self expression/identity construction, information seeking","Information seeking, Connection/social interaction, Self expression/identity construction",Standardized separators/case/order/exact labels
RIX-076,Q6,conditional normalization,,Not applicable,Q4 = No
RIX-076,Q18B,shortened other specify,"Live as if you're living in a village, the way you'd want your village to run.",Live as if you're living,Prompt requests 1-5 words
PHIL-006,Q1A,normalized multi-select formatting,"Shares something surprising, other","Shares something surprising, Other",Standardized separators/case/order/exact labels
PHIL-006,Q8,normalized multi-select formatting,"Global political/social/cultural problems, other","Global political/social/cultural problems, Other",Standardized separators/case/order/exact labels
PHIL-006,Q11,normalized multi-select formatting,"Self expression/identity construction, information seeking","Information seeking, Self expression/identity construction",Standardized separators/case/order/exact labels
PHIL-006,Q18B,shortened other specify,To take the femicide problem seriously.,To take the femicide problem,Prompt requests 1-5 words
PHIL-010,Q2,normalized multi-select formatting,"Family/children, gender issues, other","Family/children, Gender issues, Other",Standardized separators/case/order/exact labels
PHIL-010,Q8,normalized multi-select formatting,"Men's behavior, other","Men's behavior, Other",Standardized separators/case/order/exact labels
PHIL-010,Q11,normalized multi-select formatting,"Connection/social interaction, self expression/identity construction","Connection/social interaction, Self expression/identity construction",Standardized separators/case/order/exact labels
PHIL-010,Q6,conditional normalization,,Not applicable,Q4 = No
PHIL-014,Q11,normalized multi-select formatting,"Self expression/identity construction, information seeking","Information seeking, Self expression/identity construction",Standardized separators/case/order/exact labels
PHIL-014,Q6,conditional normalization,,Not applicable,Q4 = No
PHIL-015,Q11,normalized multi-select formatting,"Self expression/identity construction, information seeking","Information seeking, Self expression/identity construction",Standardized separators/case/order/exact labels
PHIL-015,Q6,conditional normalization,,Not applicable,Q4 = No
PHIL-023,Q11,normalized multi-select formatting,"Self expression/identity construction, information seeking","Information seeking, Self expression/identity construction",Standardized separators/case/order/exact labels
PHIL-023,Q6,conditional normalization,No,Not applicable,Q4 = No
PHIL-031,Q2,normalized multi-select formatting,"Mental health, other","Mental health, Other",Standardized separators/case/order/exact labels
PHIL-031,Q11,normalized multi-select formatting,"Self expression/identity construction, information seeking","Information seeking, Self expression/identity construction",Standardized separators/case/order/exact labels
PHIL-031,Q6,conditional normalization,No,Not applicable,Q4 = No
PHIL-031,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
PHIL-031,Q8A,shortened other specify,"Difficulty of growing up in Busia, a city in Kenya",Difficulty of growing up in,Prompt requests 1-5 words
KIBE-011,Q3,normalized multi-select formatting,"Interview/conversational content, commentary/reaction content","Interview/conversational content, Commentary/reaction content",Standardized separators/case/order/exact labels
KIBE-011,Q7,normalized multi-select formatting,"Men need to dominate/lead, other","Men need to dominate/lead, Other",Standardized separators/case/order/exact labels
KIBE-011,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction, status seeking","Entertainment/escapism, Self expression/identity construction, Status seeking",Standardized separators/case/order/exact labels
KIBE-011,Q7A,shortened other specify,Men work harder and better than women.,Men work harder and better,Prompt requests 1-5 words
KIBE-025,Q8,normalized multi-select formatting,"Women/feminism, other","Women/feminism, Other",Standardized separators/case/order/exact labels
KIBE-025,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
KIBE-025,Q8A,shortened other specify,"Asserts that mothers are damaging, bullies.","Asserts that mothers are damaging,",Prompt requests 1-5 words
KIBE-027,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
KIBE-031,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
KIBE-031,Q8A,shortened other specify,Some men are raised to be mama's boys which means weakness.,Some men are raised to,Prompt requests 1-5 words
KIBE-034,Q2,normalized multi-select formatting,"Dating/marriage, gender issues","Dating/marriage, Gender issues",Standardized separators/case/order/exact labels
KIBE-034,Q3,normalized multi-select formatting,"Commentary/reaction content, interview/conversational content","Interview/conversational content, Commentary/reaction content",Standardized separators/case/order/exact labels
KIBE-034,Q8,removed conflicting null option,"No clear problem is identified, Other",Other,Null option cannot be combined with substantive labels
KIBE-034,Q8,normalized multi-select formatting,"No clear problem is identified, other",Other,Standardized separators/case/order/exact labels
KIBE-034,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
KIBE-034,Q7A,shortened other specify,Men find younger partners after spending a lot of time with their wives or after the wife becomes a mother.,Men find younger partners after,Prompt requests 1-5 words
KIBE-034,Q8A,shortened other specify,Asserts that monogamy is not natural for men.,Asserts that monogamy is not,Prompt requests 1-5 words
KIBE-079,Q1A,normalized multi-select formatting,"Shares something surprising, other","Shares something surprising, Other",Standardized separators/case/order/exact labels
KIBE-079,Q2,normalized multi-select formatting,"Dating/marriage, gender issues","Dating/marriage, Gender issues",Standardized separators/case/order/exact labels
KIBE-079,Q3,normalized multi-select formatting,"Commentary/reaction content, interview/conversational content","Interview/conversational content, Commentary/reaction content",Standardized separators/case/order/exact labels
KIBE-079,Q8,normalized multi-select formatting,"Women/feminism, other","Women/feminism, Other",Standardized separators/case/order/exact labels
KIBE-079,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
KIBE-079,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
KIBE-079,Q8A,shortened other specify,Women can claim that they are being abused by men in Western societies,Women can claim that they,Prompt requests 1-5 words
KIBE-083,Q1A,normalized multi-select formatting,"Shares something surprising, other","Shares something surprising, Other",Standardized separators/case/order/exact labels
KIBE-083,Q2,normalized multi-select formatting,"Dating/marriage, gender issues","Dating/marriage, Gender issues",Standardized separators/case/order/exact labels
KIBE-083,Q3,normalized multi-select formatting,"Commentary/reaction content, interview/conversational content","Interview/conversational content, Commentary/reaction content",Standardized separators/case/order/exact labels
KIBE-083,Q8,normalized multi-select formatting,"Women/feminism, other","Women/feminism, Other",Standardized separators/case/order/exact labels
KIBE-083,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
KIBE-083,Q12,normalized multi-select formatting,"Generalizations about men/women, cultural/social observations","Generalizations about men/women, Cultural/social observations",Standardized separators/case/order/exact labels
KIBE-083,Q7,conditional normalization,,Not applicable,Q6 = No/Not applicable
KIBE-083,Q1B,shortened other specify,Compares Black relationships in America to war,Compares Black relationships in America,Prompt requests 1-5 words
KIBE-083,Q8A,shortened other specify,Women controlling children.,Women controlling children,Prompt requests 1-5 words
1951546068304314751,Q2,normalized multi-select formatting,"Dating/marriage, gender issues, money/status","Dating/marriage, Money/status, Gender issues",Standardized separators/case/order/exact labels
1951546068304314751,Q3,normalized multi-select formatting,"Commentary/reaction content, motivational/self-help content","Motivational/self-help content, Commentary/reaction content",Standardized separators/case/order/exact labels
1951546068304314751,Q8,normalized multi-select formatting,"Women/feminism, other","Women/feminism, Other",Standardized separators/case/order/exact labels
1951546068304314751,Q10,normalized multi-select formatting,"Commentary/opinion, advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
1951546068304314751,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
1951546068304314751,Q18A,normalized multi-select formatting,"Calls for men to follow more traditional gender norms, other","Calls for men to follow more traditional gender norms, Other",Standardized separators/case/order/exact labels
1951546068304314751,Q7A,shortened other specify,"Men should ask other men, rather than women, for financial help.","Men should ask other men,",Prompt requests 1-5 words
1951546068304314751,Q18B,shortened other specify,"Calls for men to ask other men, not women, for financial help",Calls for men to ask,Prompt requests 1-5 words
1951583978584002773,Q2,normalized multi-select formatting,"Dating/marriage, gender issues","Dating/marriage, Gender issues",Standardized separators/case/order/exact labels
1951583978584002773,Q8,normalized multi-select formatting,"Women/feminism, other","Women/feminism, Other",Standardized separators/case/order/exact labels
1951583978584002773,Q10,normalized multi-select formatting,"Commentary/opinion, advice/instruction","Advice/instruction, Commentary/opinion",Standardized separators/case/order/exact labels
1951583978584002773,Q11,normalized multi-select formatting,"Entertainment/escapism, self expression/identity construction","Entertainment/escapism, Self expression/identity construction",Standardized separators/case/order/exact labels
1951583978584002773,Q18A,normalized multi-select formatting,"Calls for men to follow more traditional gender norms, other","Calls for men to follow more traditional gender norms, Other",Standardized separators/case/order/exact labels
1951583978584002773,Q18B,shortened other specify,Calls for men to only give women gifts in specific situations to avoid being manipulated,Calls for men to only,Prompt requests 1-5 words
