dataset,country,row_id,source_sheet,creator,orientation,platform,source_url,content_type,context,text,themes,primary_theme,sentiment,emotions,framing,argument_type,toxicity_0_3,misogyny_0_3,hate_speech,women_portrayal,moral_foundations,key_terms,rationale
content,Kenya,KIBE-007,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,"[Jagero asks Kibe to explain the book's advice 'go where you're celebrated, not where you are tolerated' — chapter three]","You see, it's it's to give guys a bit of backbone. Because you need to be where people are recognizing you. If they don't recognize you, then you're useless. And what are you doing there? Go build some value. Be valuable. Because what else are we as men? I'm not beautiful. I can't sell my dick. Umeskia haina value. So I have to have something. I have to have some skills. I have to have something that can convert into money.","[""male self-improvement/discipline/purpose"", ""money/status/provision""]",male self-improvement/discipline/purpose,neutral,[],motivational/self-help,advice/prescription,1,1,none,not present,"[""none/unclear""]","[""backbone"", ""value"", ""skills"", ""money""]","The content emphasizes self-improvement and the importance of being valuable, with a neutral sentiment and some underlying misogynistic framing."
content,Kenya,KIBE-008,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,"[Jagero raises the claim that clubs are now full of women with no men, because men have stopped spending on women]","There are too many clubs, too many girls. Where are their fathers? Ma baba zao wako wapi? Waambiwe why are your women prostituting themselves in clubs? Five chicks on one table just having a good time. These are tegeres. It's a tegerist. These are hoes. Just that nobody has approached them because there are not enough men for this. Again, remember, Jagerro, successful men are very few. Very few. So these women are looking for those successful men. They have denied every other man along the way so that she can get into that club.","[""women critique/misogynistic framing"", ""gender roles and expectations"", ""money/status/provision""]",women critique/misogynistic framing,negative,[],anti-women/manosphere,social critique,3,3,possible,negative/problematic,"[""none/unclear""]","[""clubs"", ""girls"", ""fathers"", ""prostituting"", ""successful men""]","The content expresses a negative view of women in clubs, framing them in a derogatory manner and suggesting a lack of male presence and responsibility."
content,Kenya,KIBE-009,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,[Kibe continues explaining why he says clubs are not for real men — framing clubs as 'effeminate'],"Successful men don't need to go to the clubs. To sit in a club and and drink. Are you stupid? Successful men don't need to do that. They know how to have a good time. They have hobbies. They can go golfing, they can go the other week we were taken by one Mheshimiwa for to a shooting range. They have hobbies. They have things to do, not just to sit around and drink and hope for the best. Because that's what they do in the club. Sit there and hope for the best. It is very effeminate. Those are those are places for women.","[""male self-improvement/discipline/purpose"", ""gender roles and expectations"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,2,possible,negative/problematic,"[""none/unclear""]","[""successful men"", ""clubs"", ""effeminate"", ""hobbies""]","The content critiques clubs as effeminate spaces for women, promoting a traditional view of masculinity that dismisses certain social activities as unmanly."
content,Kenya,KIBE-010,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,[Jagero asks how people should reproduce if Kibe rejects marriage — Kibe answers using a cattle-breeding analogy],"So why can't we look at uh production uh reproduction like that? Instead of having useless people being born here every day. We do eugenics. Yes. Where we are conscious about what we're doing. It's not love anymore. It's not us in our imagination. It is this person sees this person and I see uh either business empire, uh maybe you want good-looking kids. But you have to think like that. Stop being emotional about something that is very practical.","[""relationships/love/loyalty"", ""gender roles and expectations"", ""male self-improvement/discipline/purpose""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,2,possible,negative/problematic,"[""none/unclear""]","[""eugenics"", ""production"", ""reproduction"", ""business empire""]","The content promotes a utilitarian view of reproduction, framing it in a negative light and suggesting a disregard for emotional connections, which aligns with anti-women sentiments."
content,Kenya,KIBE-011,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,"[Jagero pushes back, pointing out women CEOs, engineers, doctors who make serious decisions. Kibe responds.]","I I I don't I don't know I don't know who those people are. This world is run by men. So you can get in your imagination those but they're not real. These are jobs we give them. These in in CSR. If I was honest, I would rather give that job to a man. Yes, men work harder. Men make men work harder and they work longer and they complain less. But they are extremely disagreeable, meaning they'll do a better job. Because men are disagreeable. But women are agreeable. So women will run your company into the ground.","[""gender roles and expectations"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,3,3,clear,negative/problematic,"[""none/unclear""]","[""men"", ""women"", ""jobs"", ""agreeable"", ""disagreeable""]","The content expresses a negative view of women in leadership roles, suggesting they are less capable than men, which aligns with misogynistic framing."
content,Kenya,KIBE-012,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,"[Kibe continues from a discussion of female lust, claiming women's sexual desire has nothing to do with men as people]","You see, what you need to understand, Jagero, is that the clit does not want a man. The clit just wants it's like like when you when you you get to almost that place where you're about to come. There's nothing else that matters. It doesn't matter what hole that is.","[""women critique/misogynistic framing""]",women critique/misogynistic framing,negative,[],anti-women/manosphere,social critique,3,3,clear,negative/problematic,"[""none/unclear""]","[""clit"", ""man"", ""come""]","The content expresses a dehumanizing view of women's sexual desire, framing it in a way that reduces women to their anatomy and disregards their personhood."
content,Kenya,KIBE-013,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,[Kibe is discussing 'A man must be decisive even when it hurts' from his book],"Yeah. You must always make decisions, bro. That that's a it's a beautiful stage for a man when you learn how to make decisions. When like now when you can tell your mom, no. It's not my decision. Think about that. Cantillion mother, no. It's a scary thought, eh? Yeah. But but but but your mom is waiting for you to to grow the fuck up and and do that.","[""male self-improvement/discipline/purpose"", ""gender roles and expectations""]",male self-improvement/discipline/purpose,positive,[],motivational/self-help,advice/prescription,0,0,none,neutral/mixed,"[""loyalty/betrayal""]","[""decisions"", ""grow up""]",The content emphasizes the importance of decision-making as a part of male self-improvement and growing into adulthood.
content,Kenya,KIBE-014,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,"[Kibe continues on decision-making, claiming women respond sexually to men who make decisions]","Yaani they even get wet. A man who makes decisions. Hey, yeah. Women love it. Women love men who take decisions. Who make decisions, yes. So they love it. So the man who does that does not have time to be discussing with her anything. No, men who make decisions don't have time to listen to women. What is a woman telling you? Women are for good times, Jagero.","[""gender roles and expectations"", ""relationships/love/loyalty""]",gender roles and expectations,negative,[],anti-women/manosphere,moral claim,2,3,possible,negative/problematic,"[""none/unclear""]","[""decisions"", ""women"", ""love""]","The content promotes a negative view of women and emphasizes traditional gender roles, suggesting that men should dominate decision-making without regard for women's input."
content,Kenya,KIBE-015,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,"[Jagero asks about the book's idea 'Kill Mr. Nice Guy' — Kibe explains what being a 'doormat' means, using the example of a man's mother calling with business ideas]","You see, men are not created to be doormats. Yeah. That's such a small problem. For a man to be solving. Of being a punching bag. Your mother calls you. And you hear that what she is telling you is nonsense. You can hear it. This is nonsense. And she is your biological mother. She is telling you about a project. How much money have have men wasted on stupid ideas coming from their parents?","[""male self-improvement/discipline/purpose"", ""money/status/provision"", ""women critique/misogynistic framing""]",male self-improvement/discipline/purpose,negative,[],anti-women/manosphere,social critique,2,2,none,negative/problematic,"[""loyalty/betrayal"", ""authority/subversion""]","[""doormats"", ""punching bag"", ""nonsense"", ""money"", ""stupid ideas""]","The content critiques the idea of men being submissive to their mothers, framing it negatively and suggesting that it leads to wasted resources, which aligns with themes of male self-improvement and critiques of women's influence."
content,Kenya,KIBE-016,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,[Kibe continues on mothers who bring ideas to their sons — role-playing his own response],"Telling your mother that your mother is going to be pissed. Why is my mom talking to me? She has a husband. Go talk to your husband. You are my mother. Don't think you can dominate me. Go talk to your husband. And I'm not talking about my own mom, but even though I am, so what? Go talk to your husband. Me, I'm a child. I'm children. How do you want to dominate me right now? So-called we want to build a new house. No, your husband. Your mistake is that guy. That is your failure, woman. Deal with your failures in your life.","[""gender roles and expectations"", ""women critique/misogynistic framing""]",women critique/misogynistic framing,negative,[],anti-women/manosphere,social critique,3,3,clear,negative/problematic,"[""authority/subversion"", ""loyalty/betrayal""]","[""mother"", ""husband"", ""dominate"", ""failure""]","The content expresses a negative view towards women, particularly mothers, and promotes a regressive perspective on gender roles."
content,Kenya,KIBE-017,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,"[Jagero asks if Kibe considers his own parents, who were married, to be fools. Kibe responds.]","Totally. Imagine two people raising four kids in a two-bedroom flat with one toilet. Are those geniuses? All our parents were fools. They were all living in the same place, the same number of kids. Bro, it was like a pandemic.","[""family/fatherhood/parenting"", ""gender roles and expectations"", ""other/unclear""]",family/fatherhood/parenting,negative,[],anti-women/manosphere,social critique,2,1,none,negative/problematic,"[""loyalty/betrayal"", ""none/unclear""]","[""fools"", ""pandemic"", ""parents"", ""kids""]","Kibe critiques the parenting choices of his parents, framing them negatively and suggesting a lack of intelligence in their decisions."
content,Kenya,KIBE-018,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,[Jagero reads 'A man does not apologize' from Kibe's book and challenges it. Kibe responds about male friendship and emotional expression.],"Yeah, but but as a man you must hold this shit in. You don't express yourself like a woman. I have friends who are they have to keep apologizing. We cannot be friends. Because they fuck up all the time. That's part of life. It's fuck up. You understand me, I understand you. Why do you want me to have to come to down to apologize? For what?","[""gender roles and expectations"", ""male self-improvement/discipline/purpose""]",gender roles and expectations,negative,[],traditional masculinity,social critique,2,1,none,negative/problematic,"[""loyalty/betrayal"", ""none/unclear""]","[""hold in"", ""apologizing"", ""friends"", ""fuck up""]","The text emphasizes traditional masculine norms about emotional expression and critiques those who apologize, reflecting a negative view of vulnerability and emotional openness."
content,Kenya,KIBE-019,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,[Kibe is discussing why men today are still 'on mama's titties' — and explains the original purpose of circumcision],"That's what circumcision was supposed to be. But now it is unnecessary because the woman is the one who is taking the boy to get circumcised. So where is the separation happening? He's circumcised and he's brought back into the house to be dominated again by the same woman. She's ordering him around. Finish him. Circumcise him and then order him around. Tell me, by the time she's releasing that boy into the public, what size of Kenodia are we getting out here? Because in the olden times, circumcision was separating you from your mama.","[""gender roles and expectations"", ""family/fatherhood/parenting"", ""violence/abuse/accountability""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,2,possible,negative/problematic,"[""authority/subversion"", ""loyalty/betrayal""]","[""circumcision"", ""woman"", ""dominated"", ""separation""]","The content critiques women's roles in circumcision and implies a negative view of their influence on men, reflecting regressive gender expectations."
content,Kenya,KIBE-020,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,YouTube (Jagero Podcast),,Podcast Interview,"[Kibe continues on mother-son separation, invoking what he frames as traditional practice]","Yes. That's why you were never supposed to go back in the kitchen. Your mom is not supposed to back orders at you anymore. You're a man. Women are not allowed to back orders at men. So your mom had to talk to you the way she talked to your your father. Because if she doesn't, then you can go to your dad and tell him, hey, can you straighten out your bitch? Because that we are men. So your mom cannot because she's not my woman.","[""gender roles and expectations"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,3,3,clear,negative/problematic,"[""authority/subversion"", ""loyalty/betrayal""]","[""kitchen"", ""orders"", ""man"", ""woman"", ""father"", ""bitch""]","The content promotes regressive gender roles and contains misogynistic framing, portraying women in a negative light."
content,Kenya,KIBE-021,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,"[Joab asks what the reason for marriage is today. Kibe has opened by saying if he sees a married guy in 2025, 'I know there's something wrong with that guy. He has not processed information enough.']","Uh delusion. The society right now does not support marriage. There was a time he did but now he doesn't. I don't think about the things to do with children and culture and what they will get. That's not the mind of a man. What's in the mind of a man? I mean just better yourself every day. The work of raising the kids belongs to the mother. If the father is in the picture, his influence is in that that setup. Then the kids are going to grow well.","[""male self-improvement/discipline/purpose"", ""family/fatherhood/parenting"", ""gender roles and expectations""]",male self-improvement/discipline/purpose,negative,[],traditional masculinity,social critique,2,1,none,negative/problematic,"[""none/unclear""]","[""delusion"", ""marriage"", ""better yourself"", ""mother"", ""father"", ""kids""]","The content critiques marriage and emphasizes traditional gender roles, portraying a negative view of current societal support for marriage and suggesting that self-improvement is a man's primary focus."
content,Kenya,KIBE-022,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Continuation of the parenting discussion — Kibe defines what the father's role actually is versus the mother's],"So the mother is the one who's supposed to know what's what's going on with the kid. You as a father, you're like a godhead. The work is to be up there and solve problems on a very general level. God is a narcissist. He enjoys the suffering of the man through the woman.","[""family/fatherhood/parenting"", ""gender roles and expectations""]",family/fatherhood/parenting,negative,[],traditional masculinity,social critique,2,2,possible,negative/problematic,"[""authority/subversion""]","[""father"", ""mother"", ""problems"", ""narcissist"", ""suffering""]","The content critiques the father's role in a negative light while framing women in a problematic manner, indicating a regressive view on gender roles."
content,Kenya,KIBE-023,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,"[Joab asks Kibe about the last time he cried. Kibe says 2011, when 'one of my chile died.']","Then I was like, what am I doing? Emotions are useless for a man. They have no value. You cannot help people.","[""mental health/trauma/healing"", ""gender roles and expectations""]",gender roles and expectations,negative,[],traditional masculinity,personal story,2,0,none,not present,"[""none/unclear""]","[""emotions"", ""man"", ""value""]","The statement reflects a negative view of emotions in the context of masculinity, aligning with traditional gender roles."
content,Kenya,KIBE-024,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Joab asks why Kibe no longer maintains relationships with extended family. Kibe blames women taking over family leadership.],I mean it's just the devil. The devil came in the details. We started listening to the women. So the women started leading and when women lead every woman wants to lead because they don't understand what leadership is and they are just fighting each other. And then there's also this thing called um taking America UK for school. That's the fastest way to kill a family. Is for people to leave this country and go and try and be something else on the other side.,"[""gender roles and expectations"", ""family/fatherhood/parenting"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,2,possible,negative/problematic,"[""loyalty/betrayal"", ""authority/subversion""]","[""devil"", ""leadership"", ""women"", ""family""]","The content critiques women's leadership and suggests it leads to family breakdown, reflecting negative views on gender roles."
content,Kenya,KIBE-025,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Joab asks how men can turn off the 'noise' in their lives. Kibe answers — his path is through confronting mothers as the source of damage.],"Most of most of the the damage that is done to us as human beings is done by our mothers. And that is done because there's no protection from the father. So when the father is in the picture, he's supposed to protect the the children against what the mom would do to the kids. So you find kids who are raised by their mom alone without the presence of the father or at least the influence of the father. They tend to hate both parents. So you start first with your mother because your mother is one who is in direct contact with you. But once you forgive her, then you realize you've been carrying around all this for all these years, yet your biggest bully was your mother.","[""mental health/trauma/healing"", ""family/fatherhood/parenting"", ""gender roles and expectations""]",mental health/trauma/healing,negative,"[""hurt"", ""resentment""]",anti-women/manosphere,social critique,2,2,possible,negative/problematic,"[""loyalty/betrayal"", ""authority/subversion""]","[""damage"", ""protection"", ""forgiveness"", ""bully""]","The content critiques mothers as a source of trauma, suggesting a negative view of women and emphasizing the need for paternal influence."
content,Kenya,KIBE-026,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Joab and Kibe are debating whether women should serve in the military. Kibe argues women slow men down.],"And the women slow down the men. Women they exercises are are less than men. You know that. So if men are running 10 km, women are given five. Really? And the time that they're supposed to finish is very different from the men. But you're telling me these people are going to go fight the same enemy? The enemy doesn't care whether it's a man or a woman or the other side. So why dilute the forces by bringing women to reduce the the average speed? Physically a woman and a man are very different.","[""gender roles and expectations"", ""violence/abuse/accountability""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,3,possible,negative/problematic,"[""none/unclear""]","[""slow down"", ""exercise"", ""fight"", ""enemy"", ""average speed"", ""physically different""]","The content expresses a negative view of women's capabilities in a military context, framing them as inferior to men."
content,Kenya,KIBE-027,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Kibe continues pushing his argument about gender differences — extending it from physical sports to all domains],"The the place where women excel is in getting babies, okay? And raising them. That's the only thing the man cannot do. Everything else the woman falls short of what the man can do. It doesn't matter which discipline. It doesn't matter what it is you say. Show me one sport where women do better than men.","[""gender roles and expectations"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,3,3,clear,negative/problematic,"[""none/unclear""]","[""women"", ""men"", ""sports"", ""babies""]","The content expresses a regressive view on gender roles, asserting that women are inferior to men in all areas except childbirth and child-rearing, which reflects misogynistic framing."
content,Kenya,KIBE-028,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Joab asks why men voluntarily give up their power to women. Kibe reaches for Genesis.],"If you even think about the first man the Bible talks about, Adam, he gave his power to the woman. Immediately the first guy the Bible talks about gave his will to the woman. You think you stand a chance? I think God is a narcissist. He enjoys the suffering of the man through the woman. The first guy and the first Chile and she him. We didn't even wait till chapter two. Chapter one, you this guy's already been awarded.","[""gender roles and expectations"", ""women critique/misogynistic framing"", ""violence/abuse/accountability""]",gender roles and expectations,negative,[],anti-women/manosphere,moral claim,2,3,possible,negative/problematic,"[""authority/subversion"", ""loyalty/betrayal""]","[""Adam"", ""power"", ""suffering"", ""God"", ""woman""]","The content critiques women's influence over men, framing it negatively and suggesting a loss of power, which aligns with misogynistic themes."
content,Kenya,KIBE-029,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Kibe extends his anti-marriage argument — framing it as something only the wealthy should do],Having wives was for the rich. So make money first. Become rich first and then you can think about marriage because your dad your dad is poor. So how why should marriage be on the top of your list? Your dad is poor. So the best you can do is for your kids. But your dad is poor. That's why you have to do all this hustle because you've started a whole new direction. You're not going your dad's direction. Your dad is poor. You want to become wealthy because your dad is poor.,"[""money/status/provision"", ""relationships/love/loyalty"", ""male self-improvement/discipline/purpose""]",money/status/provision,negative,[],provider/status,social critique,1,0,none,not present,"[""liberty/oppression"", ""fairness/cheating""]","[""marriage"", ""wealth"", ""hustle"", ""dad"", ""poor""]","The content critiques marriage as a pursuit for the wealthy, emphasizing financial success before relationships, reflecting a negative sentiment towards the traditional view of marriage."
content,Kenya,KIBE-030,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Joab asks if poor people should stop getting married. Kibe gives a harsher answer.],100%. You have nothing. So poor people should not have children because the only thing you're going to raise are slaves and prostitutes. I don't preach in the slums. I don't preach to the poor because the poor you shall have with you always. I mean I just put my word out there whoever hears hears.,"[""money/status/provision"", ""family/fatherhood/parenting"", ""violence/abuse/accountability""]",money/status/provision,negative,[],anti-women/manosphere,social critique,3,3,clear,negative/problematic,"[""fairness/cheating"", ""loyalty/betrayal""]","[""poor"", ""children"", ""slaves"", ""prostitutes""]","The content expresses a harsh view on poor people having children, framing it negatively and using derogatory terms, indicating high levels of toxicity and misogyny."
content,Kenya,KIBE-031,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Joab reads from Kibe's book — 'Indecision is weakness' — and asks what's wrong with men being raised in 'an environment of feelings.'],"You could tell the boy who was coming from who was a mama's boy. The word mama's boy existed for a reason. He was pumpered by the mother. You can be pumpered, but when at the playground, you're a beast. You're weak. You're a beast. But this guy in the playground, he's weak. He even plays with the girls. Because of who? Because of mama.","[""gender roles and expectations"", ""male self-improvement/discipline/purpose""]",gender roles and expectations,negative,[],traditional masculinity,social critique,2,1,none,negative/problematic,"[""authority/subversion""]","[""mama's boy"", ""pumpered"", ""weak"", ""beast"", ""playground""]","The content critiques boys raised by mothers, framing them as weak and reinforcing traditional gender roles."
content,Kenya,KIBE-032,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,"[Joab poses a hypothetical: if you found your own father crying in the corner at a funeral, what would you do? Kibe rejects Joab's answer of comforting him.]",You need to look for the biggest whip and whip that weakness out of him. Puny ass. What are you doing crying as a man? Why are you crying? He's expressing. What can you do without crying? Nothing.,"[""gender roles and expectations"", ""male self-improvement/discipline/purpose""]",gender roles and expectations,negative,"[""anger""]",traditional masculinity,advice/prescription,2,0,none,not present,"[""none/unclear""]","[""whip"", ""weakness"", ""crying"", ""man""]","The content promotes traditional masculine ideals by criticizing emotional expression in men, framing it as a weakness."
content,Kenya,KIBE-033,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Kibe continues developing his philosophy that men must not dwell in sadness — real men 'fix' problems instead],"Emotions live in the imagination. For men, we should always run away from our imagination because for us we're doers. We don't sit down and just think and the whole day you're thinking about all the good things or the bad things that ever happened. No. Those guys are busy. You're busy doing something. You don't have time to be crying. Fix your fixer. That's what men are men do.","[""male self-improvement/discipline/purpose"", ""mental health/trauma/healing""]",male self-improvement/discipline/purpose,positive,[],motivational/self-help,advice/prescription,0,0,none,not present,"[""none/unclear""]","[""imagination"", ""doers"", ""fix"", ""busy""]","The content emphasizes action and self-improvement for men, promoting a positive view of taking charge and not dwelling on emotions."
content,Kenya,KIBE-034,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Joab asks 'What is this marriage?' and whether men couldn't find their casual sexual partner in their wife. Kibe rejects this.],"Impossible. Because you guys are spending too much time together. And then once she starts getting babies, how can she go back to being a chile? Now she's been elevated to mother. Now you have to look for a— you jump from wife, mother of my kids, you get another chile, she becomes mother of your kids, get another hole. You know that is the life of a man.","[""relationships/love/loyalty"", ""gender roles and expectations"", ""family/fatherhood/parenting""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,3,3,clear,negative/problematic,"[""loyalty/betrayal"", ""none/unclear""]","[""mother"", ""wife"", ""children""]",The content expresses a negative view of women's roles in relationships and promotes a problematic perspective on masculinity and family dynamics.
content,Kenya,KIBE-035,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Kibe explains why he thinks people get married in 2025 — and says the reasons are wrong on both sides],They don't even know why they're getting married. Many of them men think they're getting married so they can have a constant supply of sex. Women are getting married so somebody can pay their rent. So these two people are getting married for the the wrong reasons. Imagine they introduced a child in that mix.,"[""relationships/love/loyalty"", ""gender roles and expectations"", ""money/status/provision""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,2,none,negative/problematic,"[""fairness/cheating"", ""loyalty/betrayal""]","[""marriage"", ""sex"", ""rent"", ""wrong reasons"", ""child""]","The content critiques marriage motivations, framing men and women negatively based on their perceived intentions, indicating a regressive view on gender roles."
content,Kenya,KIBE-036,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Joab asks Kibe why he himself got married. Kibe gives a candid answer.],"Yeah. I wanted to have sex. And then I was in church. So for me, it was a license to have sex. That's what people in church do. They get married so they can have sex. So that God can rubber stamp your DMs when you're having sex. That's why people get married. But take away the need for sex for a man. There's no marriage.","[""relationships/love/loyalty"", ""gender roles and expectations"", ""male self-improvement/discipline/purpose""]",gender roles and expectations,negative,[],traditional masculinity,personal story,2,1,none,negative/problematic,"[""none/unclear""]","[""sex"", ""marriage"", ""church""]","The speaker presents a view that reduces marriage to a means for sex, reflecting negative gender expectations and a problematic view of relationships."
content,Kenya,KIBE-037,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Kibe tells a story about planning a lunch with married friends who cancelled because their wives wanted them home — he critiques this.],"No, your allegiance is to your word as a man. Not to human beings. It's to your word as a man. Why did you agree to this? Plans can change. Yeah. Because you're a woman. You could wake up. You're a woman. You could wake up this morning and tell me war was not for women because women change their minds all the time.","[""gender roles and expectations"", ""relationships/love/loyalty"", ""women critique/misogynistic framing""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,3,possible,negative/problematic,"[""loyalty/betrayal"", ""authority/subversion""]","[""allegiance"", ""plans"", ""change"", ""woman""]","The content critiques women's decision-making and reinforces negative stereotypes about gender roles, indicating a regressive perspective."
content,Kenya,KIBE-038,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Joab asks Kibe if he has close 'ride or die' friends. Kibe rejects the framing.],"Doesn't exist, bro. That doesn't exist. These are functional relationships. There's nothing like friendship. The day another function the day something else comes up. Hey hey I need this from you. If he needs something he's going to call me. But it's this friendship is it's a woman based kind of a relationship. Where I have to check on people for what? For what? I can say 3 weeks without calling this guy and I call him it'll be negro tomorrow. What are we doing? We don't 'how is the family?' I think I've asked him about his daughter only once this year. If he has something to say, he will tell me.","[""relationships/love/loyalty"", ""gender roles and expectations""]",gender roles and expectations,negative,[],anti-women/manosphere,social critique,2,2,none,negative/problematic,"[""loyalty/betrayal"", ""none/unclear""]","[""functional relationships"", ""friendship"", ""woman based"", ""check on people""]","Kibe critiques the concept of friendship, framing it as a functional relationship influenced by gender roles, and expresses a negative view towards emotional connections typically associated with friendship."
content,Kenya,KIBE-039,Andrew Kibe,Andrew Kibe,regressive / manosphere-adjacent,"YouTube (Joab Ogato Podcast, Ep. 071)",,Podcast Interview,[Joab asks about the 'Mastery' chapter in Kibe's book — Kibe explains why mastery matters for men],"Bro, we sit at the feet of masters. People normally would remove their shoes, you tell him, 'No, not just coming. You are a special one.' He doesn't need to. He's coming to solve a bigger problem than me having to clean up my floor. So rush, go deal with the problem. He's a master. So masters get a seat at the table. Even if you're a master of making buttons, you get a seat at the table as a master. So you send Bolt, Messi, Ronaldo, all those masters sit at the same Michael Jordan, they all sit at the same table.","[""male self-improvement/discipline/purpose""]",male self-improvement/discipline/purpose,positive,[],motivational/self-help,informational,0,0,none,not present,"[""none/unclear""]","[""masters"", ""problem"", ""table""]","The content emphasizes the importance of mastery and self-improvement for men, framed positively and motivationally."
