Content ID,Human_Q1,LLM_Q1,Exact_Q1,Human_Q1A,LLM_Q1A,Exact_Q1A,Jaccard_Q1A,Human_Q2,LLM_Q2,Exact_Q2,Jaccard_Q2,Human_Q3,LLM_Q3,Exact_Q3,Human_Q4,LLM_Q4,Exact_Q4,Human_Q5,LLM_Q5,Exact_Q5,Human_Q6,LLM_Q6,Exact_Q6,Human_Q7,LLM_Q7,Exact_Q7,Jaccard_Q7,Human_Q8,LLM_Q8,Exact_Q8,Jaccard_Q8,Human_Q9,LLM_Q9,Exact_Q9,Jaccard_Q9,Human_Q10,LLM_Q10,Exact_Q10,Jaccard_Q10,Human_Q11,LLM_Q11,Exact_Q11,Jaccard_Q11,Human_Q12,LLM_Q12,Exact_Q12,Human_Q13,LLM_Q13,Exact_Q13,Human_Q14,LLM_Q14,Exact_Q14,Human_Q15,LLM_Q15,Exact_Q15,Human_Q16,LLM_Q16,Exact_Q16,Human_Q17,LLM_Q17,Exact_Q17,Human_Q18,LLM_Q18,Exact_Q18,Human_Q18A,LLM_Q18A,Exact_Q18A,Jaccard_Q18A
PHIL-022,Yes,No,0,Compelling question,,0,0.000000,"Gender issues, e.g. equality; Social issues, e.g. corruption","Gender issues, e.g. equality; Religion/morality; Social issues, e.g. corruption",0,0.666667,"Interview/conversational content, Commentary/reaction content",Interview/conversational content,0,"Yes, implicitly",No,0,Mixed/unclear,Does not address masculinity or gender norms,0,NO,Not applicable,0,Not applicable,Not applicable,1,1.000000,Kenyan or Nigerian political/social problems,Global political/social/cultural problems,0,0.000000,No clear solution,No clear solution,1,1.000000,Commentary/opinion; Debate/argument,Commentary/opinion; Debate/argument; Motivational speech; Personal story,0,0.500000,Information seeking,Connection/social interaction; Documentation of events; Information seeking,0,0.333333,Cultural/social observations,Mixed,0,"Presented as common sense, No justification, Other","Anecdotal examples, References religion/tradition",0,Unclear,Positive,0,Unclear,Neutral,0,Unclear,Negative,0,No,No,1,NO,NO,1,,,,
PHIL-023,No,Yes,0,,Use of all CAPS,0,0.000000,social issues,"Money/status; Social issues, e.g. corruption",0,0.000000,Interview/conversational content,Interview/conversational content,1,No,No,1,Does not address masculinity or gender norms,Does not address masculinity or gender norms,1,NO,Not applicable,0,Not applicable,Not applicable,1,1.000000,No clear problem is identified,Economic/status pressure; Kenyan or Nigerian political/social problems,0,0.000000,No clear solution,More wealth/status; Social or political change,0,0.000000,Commentary/opinion,Debate/argument; Personal story,0,0.000000,Information seeking; Self expression/identity construction,Connection/social interaction; Documentation of events; Information seeking,0,0.250000,No support,Mixed,0,No Justification,Anecdotal examples,0,Not mentioned,Positive,0,Not mentioned,Neutral,0,Not mentioned,Neutral,0,No,No,1,NO,Yes,0,,Calls for politicians or social figures to do something,0,0.000000
PHIL-024,No,No,1,,,,,"Family/children; Gender issues, e.g. equality; Social issues, e.g. corruption","Family/children; Friends/socializing; Social issues, e.g. corruption",0,0.500000,"Interview/conversational content, Commentary/reaction content",Interview/conversational content,0,"Yes, explicitly",No,0,More progressive/equitable/expansive,Does not address masculinity or gender norms,0,NO,Not applicable,0,Not applicable,Not applicable,1,1.000000,Kenyan or Nigerian political/social problems; Women/feminism,Kenyan or Nigerian political/social problems,0,0.500000,More equality/respect for women; Social or political change,Building community; Social or political change,0,0.333333,Advice/instruction; Commentary/opinion,Advice/instruction; Debate/argument; Personal story,0,0.250000,Information seeking; Self expression/identity construction,Connection/social interaction,0,0.000000,"Cultural/social observations, Moral/religious claims",Mixed,0,Presented as common sense,Anecdotal examples,0,Positive,Positive,1,Positive,Positive,1,Negative,Mixed,0,No,No,1,Yes,NO,0,Calls for men to follow more equitable gender norms; Calls for women to follow more equitable gender norms; Other,,0,0.000000
PHIL-025,No,No,1,,,,,"Family/children; Gender issues, e.g. equality","Family/children; Gender issues, e.g. equality",1,1.000000,Interview/conversational content,Interview/conversational content,1,"Yes, explicitly","Yes, explicitly",1,More progressive/equitable/expansive,More progressive/equitable/expansive,1,Yes,Unclear,0,Men need to be emotionally open; Men need to improve themselves,Mixed/unclear,0,0.000000,Kenyan or Nigerian political/social problems; Men’s behavior; Women/feminism,Global political/social/cultural problems; Men’s behavior,0,0.250000,Building community; More emotional growth/healing; Social or political change,No clear solution,0,0.000000,Advice/instruction; Motivational speech,Advice/instruction; Commentary/opinion; Personal story,0,0.250000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Documentation of events; Self expression/identity construction,0,0.500000,Personal experience,Mixed,0,Anecdotal examples,Anecdotal examples,1,Neutral,Positive,0,Positive,Positive,1,Negative,Mixed,0,Yes,No,0,Yes,NO,0,Calls for men to follow more equitable gender norms,,0,0.000000
PHIL-026,No,No,1,,,,,"Gender issues, e.g. equality; Social issues, e.g. corruption","Family/children; Gender issues, e.g. equality",0,0.333333,Interview/conversational content,Interview/conversational content,1,No,"Yes, explicitly",0,Does not address masculinity or gender norms,More progressive/equitable/expansive,0,Not applicable,Unclear,0,Not applicable,Mixed/unclear,0,0.000000,Kenyan or Nigerian political/social problems,Kenyan or Nigerian political/social problems; Men’s behavior,0,0.500000,No clear solution,No clear solution,1,1.000000,Commentary/opinion; News/telling facts,Commentary/opinion; Personal story,0,0.333333,Information seeking,Connection/social interaction; Documentation of events; Information seeking; Self expression/identity construction,0,0.250000,Mixed,Mixed,1,Anecdotal examples,"Anecdotal examples, Presented as common sense",0,Not mentioned,Positive,0,Not mentioned,Positive,0,Not mentioned,Mixed,0,No,No,1,NO,NO,1,,,,
PHIL-029,No,Yes,0,,Shares something violent or gross,0,0.000000,social issues,"Family/children; Gender issues, e.g. equality; Social issues, e.g. corruption",0,0.000000,Interview/conversational content,Interview/conversational content,1,No,No,1,Does not address masculinity or gender norms,Does not address masculinity or gender norms,1,Not applicable,Not applicable,1,Not applicable,Not applicable,1,1.000000,Global political/social/cultural problems,Kenyan or Nigerian political/social problems; Men’s behavior,0,0.000000,Social or political change,More equality/respect for women; Social or political change,0,0.500000,Commentary/opinion,Advice/instruction; Debate/argument; News/telling facts; Personal story,0,0.000000,Information seeking,Connection/social interaction; Documentation of events; Information seeking,0,0.333333,Anecdotal examples,Mixed,0,Presented as common sense,Anecdotal examples,0,Negative,Mixed,0,Positive,Positive,1,Not mentioned,Neutral,0,Somewhat,Yes,0,NO,Yes,0,,Calls for politicians or social figures to do something,0,0.000000
PHIL-031,No,No,1,,,,,Mental health; Other,Other,0,0.500000,Commentary/reaction content,Interview/conversational content,0,No,No,1,Does not address masculinity or gender norms,Does not address masculinity or gender norms,1,NO,Not applicable,0,,Not applicable,0,0.000000,Other,Global political/social/cultural problems,0,0.000000,No clear solution,No clear solution,1,1.000000,Personal story,Advice/instruction; Debate/argument; Personal story,0,0.333333,Information seeking; Self expression/identity construction,Information seeking,0,0.500000,Personal experience,Mixed,0,No Justification,"Anecdotal examples, Presented as common sense",0,Not mentioned,Positive,0,Not mentioned,Neutral,0,Not mentioned,Neutral,0,No,No,1,NO,NO,1,,,,
PHIL-034,Yes,Yes,1,Other; Shares something surprising,Shares something violent or gross,0,0.000000,"Gender issues, e.g. equality; Social issues, e.g. corruption","Gender issues, e.g. equality; Mental health",0,0.333333,Commentary/reaction content,Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More progressive/equitable/expansive,More progressive/equitable/expansive,1,NO,Yes,0,Not applicable,Men are disadvantaged/victims,0,0.000000,Women/feminism,Mental health/emotional struggle,0,0.000000,No clear solution,More equality/respect for men,0,0.000000,Commentary/opinion; Personal story,Debate/argument; Personal story,0,0.333333,Information seeking; Self expression/identity construction,None of these apply,0,0.000000,"Personal experience, Cultural/social observations",Personal experience,0,"Anecdotal examples, Presented as common sense",Anecdotal examples,0,Unclear,Positive,0,Positive,Neutral,0,Unclear,Negative,0,No,Yes,0,NO,NO,1,,,,
PHIL-035,No,No,1,,,,,Family / Social Issues,Family/children,0,0.000000,Commentary Content,Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,More progressive,More progressive/equitable/expansive,0,NO,Unclear,0,,Mixed/unclear,0,0.000000,Mental Health / Kenyan Cultural Problems,Global political/social/cultural problems; Men’s behavior,0,0.000000,No clear solution,No clear solution,1,1.000000,Personal story,Personal story,1,1.000000,None of these apply,Self expression/identity construction,0,0.000000,Personal experience,Mixed,0,Anecdotal examples,Anecdotal examples,1,Unclear,Positive,0,Positive,Positive,1,Negative,Mixed,0,No,No,1,NO,NO,1,,,,
PHIL-036,No,No,1,,,,,Social Issues / Corruption,"Gender issues, e.g. equality; Social issues, e.g. corruption",0,0.000000,Commentary Content,Interview/conversational content,0,No,"Yes, explicitly",0,,More progressive/equitable/expansive,,,Yes,,,Men need to be emotionally open; Men need to be equal partners; Men need to improve themselves,0,0.000000,Mental Health / Kenyan Cultural Problems,No clear problem is identified,0,0.000000,No clear solution,More emotional growth/healing; More equality/respect for women; More self-discipline/fitness; Social or political change,0,0.000000,Personal story,Debate/argument; Personal story,0,0.500000,None of these apply,Documentation of events; Information seeking,0,0.000000,Personal experience,Mixed,0,Anecdotal examples,Anecdotal examples,1,Unclear,Positive,0,Positive,Positive,1,Negative,Neutral,0,No,No,1,NO,NO,1,,,,
PHIL-037,No,No,1,,,,,"Family/children; Social issues, e.g. corruption","Family/children; Gender issues, e.g. equality",0,0.333333,Interview/conversational content,Interview/conversational content,1,"Yes, explicitly","Yes, explicitly",1,Mixed/unclear,More progressive/equitable/expansive,0,Unclear,Unclear,1,Mixed/unclear,Mixed/unclear,1,1.000000,Global political/social/cultural problems; Kenyan or Nigerian political/social problems,Global political/social/cultural problems; Men’s behavior,0,0.333333,No clear solution,More equality/respect for women,0,0.000000,Motivational speech,Debate/argument; Personal story,0,0.000000,Connection/social interaction; Self expression/identity construction,Connection/social interaction; Documentation of events; Self expression/identity construction,0,0.666667,Personal experience,Mixed,0,Anecdotal examples,Anecdotal examples,1,Not mentioned,Positive,0,Not mentioned,Positive,0,Unclear,Mixed,0,No,No,1,NO,NO,1,,,,
PHIL-039,No,Yes,0,,Shares something violent or gross,0,0.000000,Family/children,Dating/marriage; Family/children; Mental health,0,0.333333,Interview/conversational content,Interview/conversational content,1,"Yes, implicitly",No,0,More regressive/traditional/restrictive,Does not address masculinity or gender norms,0,NO,Not applicable,0,Not applicable,Not applicable,1,1.000000,Other,Mental health/emotional struggle,0,0.000000,No clear solution,No clear solution,1,1.000000,Personal story,Personal story,1,1.000000,None of these apply,None of these apply,1,1.000000,Personal experience,Personal experience,1,Anecdotal examples,Anecdotal examples,1,Unclear,Positive,0,Not mentioned,Neutral,0,Unclear,Negative,0,No,Yes,0,NO,NO,1,,,,
PHIL-041,No,No,1,,,,,"Social issues, e.g. corruption","Gender issues, e.g. equality; Social issues, e.g. corruption",0,0.500000,Commentary/reaction content,Interview/conversational content,0,No,No,1,Does not address masculinity or gender norms,Does not address masculinity or gender norms,1,Not applicable,Not applicable,1,Not applicable,Not applicable,1,1.000000,Kenyan or Nigerian political/social problems,Kenyan or Nigerian political/social problems,1,1.000000,Social or political change,More self-discipline/fitness,0,0.000000,Advice/instruction; Commentary/opinion,Commentary/opinion; Debate/argument; Personal story,0,0.250000,Documentation of events; Information seeking; Self expression/identity construction,Connection/social interaction; Information seeking,0,0.250000,Cultural/social observations,Personal experience,0,Presented as common sense,"Anecdotal examples, Presented as common sense",0,Not mentioned,Positive,0,Not mentioned,Neutral,0,Unclear,Neutral,0,No,No,1,Yes,Yes,1,Calls for politicians or social figures to do something; Other,Calls for politicians or social figures to do something,0,0.500000
RIX-001,Yes,No,0,Shares something surprising,,0,0.000000,"Gender issues, e.g. equality; Mental health; Social issues, e.g. corruption","Gender issues, e.g. equality; Mental health; Money/status",0,0.500000,Interview/conversational content,Interview/conversational content,1,"Yes, explicitly","Yes, explicitly",1,More progressive/equitable/expansive,More progressive/equitable/expansive,1,Unclear,Yes,0,Mixed/unclear,Men need to be emotionally open; Men need to improve themselves,0,0.000000,Global political/social/cultural problems; Kenyan or Nigerian political/social problems; Mental health/emotional struggle,Economic/status pressure; Global political/social/cultural problems; Mental health/emotional struggle; Men’s behavior,0,0.400000,Building community; More emotional growth/healing,More emotional growth/healing,0,0.500000,Personal story,Advice/instruction; Commentary/opinion; Debate/argument; Personal story,0,0.250000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Information seeking; Self expression/identity construction,1,1.000000,Cultural/social observations,Mixed,0,Anecdotal examples,"Anecdotal examples, Presented as common sense",0,Neutral,Mixed,0,Not mentioned,Neutral,0,Negative,Neutral,0,No,No,1,NO,Yes,0,,Calls for men to follow more equitable gender norms,0,0.000000
RIX-002,No,No,1,,,,,Mental health,"Gender issues, e.g. equality; Mental health",0,0.500000,Interview/conversational content,Interview/conversational content,1,No,No,1,Does not address masculinity or gender norms,Does not address masculinity or gender norms,1,Not applicable,Not applicable,1,Not applicable,Not applicable,1,1.000000,Mental health/emotional struggle,Mental health/emotional struggle,1,1.000000,No clear solution,More emotional growth/healing,0,0.000000,Commentary/opinion,Commentary/opinion; Motivational speech; Personal story,0,0.333333,Information seeking,Connection/social interaction; Information seeking,0,0.500000,No support,Personal experience,0,No Justification,Anecdotal examples,0,Not mentioned,Mixed,0,Not mentioned,Neutral,0,Not mentioned,Neutral,0,No,Somewhat,0,NO,Yes,0,,Calls for men to follow more equitable gender norms,0,0.000000
RIX-003,No,No,1,,,,,Mental health; Other,Mental health,0,0.500000,Commentary/reaction content,Interview/conversational content,0,"Yes, implicitly",No,0,More progressive/equitable/expansive,Does not address masculinity or gender norms,0,NO,Not applicable,0,,Not applicable,0,0.000000,Mental health/emotional struggle,Mental health/emotional struggle,1,1.000000,More emotional growth/healing,No clear solution,0,0.000000,Commentary/opinion,Advice/instruction; Motivational speech; Personal story,0,0.000000,Information seeking; Self expression/identity construction,Connection/social interaction,0,0.000000,Cultural/social observations,Personal experience,0,Presented as common sense,No Justification,0,Neutral,Mixed,0,Not mentioned,Neutral,0,Negative,Neutral,0,No,No,1,NO,NO,1,,,,
RIX-004,No,No,1,,,,,"Friends/socializing; Gender issues, e.g. equality; Mental health","Dating/marriage; Friends/socializing; Gender issues, e.g. equality; Mental health",0,0.750000,Interview/conversational content,Interview/conversational content,1,"Yes, explicitly","Yes, explicitly",1,More progressive/equitable/expansive,More progressive/equitable/expansive,1,Yes,Yes,1,Men need to be emotionally open; Other,Men need to be emotionally open; Men need to improve themselves; Men need to not show emotions,0,0.250000,Kenyan or Nigerian political/social problems; Mental health/emotional struggle; Men’s behavior,Mental health/emotional struggle,0,0.333333,Building community; More emotional growth/healing,Building community; More emotional growth/healing,1,1.000000,Commentary/opinion; Personal story,Commentary/opinion; Personal story,1,1.000000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Documentation of events; Information seeking,0,0.500000,"Personal experience, Cultural/social observations",Mixed,0,"Anecdotal examples, Presented as common sense","Anecdotal examples, Presented as common sense",1,Positive,Mixed,0,Not mentioned,Neutral,0,Negative,Neutral,0,No,No,1,Yes,Yes,1,Other,Calls for audience to like the content; Calls for men to follow more equitable gender norms,0,0.000000
RIX-007,No,Yes,0,,Shares something violent or gross,0,0.000000,Mental health,"Gender issues, e.g. equality; Mental health; Money/status; Social issues, e.g. corruption",0,0.250000,Commentary / Conversational Content,Interview/conversational content,0,No,"Yes, explicitly",0,,More progressive/equitable/expansive,,,Yes,,,Men need to provide/succeed,0,0.000000,Mental Health / Kenyan Cultural Problems,Economic/status pressure; Kenyan or Nigerian political/social problems; Mental health/emotional struggle,0,0.000000,No clear solution,More wealth/status,0,0.000000,Personal story,Commentary/opinion; Personal story,0,0.500000,None of these apply,Connection/social interaction; Information seeking,0,0.000000,Personal experience,Personal experience,1,Anecdotal examples,No Justification,0,Unclear,Mixed,0,Unclear,Mixed,0,Negative,Negative,1,No,Yes,0,NO,Yes,0,,Calls for politicians or social figures to do something,0,0.000000
RIX-009,No,No,1,,,,,Corruption / Family Trauma,"Family/children; Friends/socializing; Gender issues, e.g. equality; Mental health; Money/status",0,0.000000,Commentary / Conversational Content,Interview/conversational content,0,No,"Yes, explicitly",0,,More progressive/equitable/expansive,,,Yes,,,Men need to provide/succeed,0,0.000000,Mental Health / Kenyan Cultural Problems,Economic/status pressure; Mental health/emotional struggle; Men’s behavior,0,0.000000,No clear solution,No clear solution,1,1.000000,Personal story,Debate/argument; Personal story,0,0.500000,None of these apply,Connection/social interaction; Self expression/identity construction; Status seeking,0,0.000000,Personal experience,Mixed,0,Anecdotal examples,Anecdotal examples,1,Negative,Positive,0,Unclear,Neutral,0,Negative,Mixed,0,No,No,1,NO,NO,1,,,,
RIX-015,Yes,Yes,1,Shares something surprising; Shares something violent or gross,Shares something violent or gross,0,0.500000,"Family/children; Mental health; Social issues, e.g. corruption","Family/children; Gender issues, e.g. equality; Mental health; Money/status",0,0.400000,Interview/conversational content,Interview/conversational content,1,No,"Yes, explicitly",0,,More progressive/equitable/expansive,,,Unclear,,,Mixed/unclear,0,0.000000,Kenyan or Nigerian political/social problems; Mental health/emotional struggle,Economic/status pressure; Mental health/emotional struggle,0,0.333333,No clear solution,No clear solution,1,1.000000,Personal story,Commentary/opinion; Personal story,0,0.500000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Documentation of events; Information seeking,0,0.500000,Personal experience,Mixed,0,Anecdotal examples,Anecdotal examples,1,Not mentioned,Mixed,0,Not mentioned,Neutral,0,Not mentioned,Negative,0,Yes,Yes,1,NO,Yes,0,,Calls for politicians or social figures to do something,0,0.000000
RIX-017,No,No,1,,,,,Money/status,Family/children; Friends/socializing; Money/status,0,0.333333,Interview/conversational content,Interview/conversational content,1,No,No,1,Does not address masculinity or gender norms,Does not address masculinity or gender norms,1,Not applicable,Not applicable,1,Not applicable,Not applicable,1,1.000000,Economic status/pressure,Economic/status pressure,0,0.000000,No clear solution,More emotional growth/healing; More wealth/status,0,0.000000,Personal story,Advice/instruction; Commentary/opinion; Debate/argument; News/telling facts; Personal story,0,0.200000,Information seeking,Connection/social interaction; Information seeking; Self expression/identity construction,0,0.333333,Mixed,Mixed,1,Anecdotal examples,"Anecdotal examples, References data",0,Unclear,Mixed,0,Not mentioned,Neutral,0,Not mentioned,Mixed,0,No,Somewhat,0,NO,NO,1,,,,
RIX-018,No,No,1,,,,,Family/children; Other,"Family/children; Friends/socializing; Gender issues, e.g. equality; Mental health",0,0.200000,"Interview/conversational content, Motivational/self-help content",Interview/conversational content,0,"Yes, implicitly","Yes, explicitly",0,More progressive/equitable/expansive,More progressive/equitable/expansive,1,NO,Yes,0,Men need to be more emotionally open,Men need to improve themselves,0,0.000000,No clear problem is identified,Mental health/emotional struggle; Men’s behavior,0,0.000000,No clear solution,More self-discipline/fitness,0,0.000000,Personal story,Advice/instruction; Commentary/opinion; Debate/argument; Personal story,0,0.250000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Information seeking,0,0.666667,Personal experience,Personal experience,1,No Justification,Anecdotal examples,0,Neutral,Mixed,0,Not mentioned,Neutral,0,Negative,Neutral,0,No,Yes,0,NO,Yes,0,,Calls for audience to like the content,0,0.000000
RIX-023,No,Yes,0,,Shares something sexual,0,0.000000,Mental health,Family/children; Mental health,0,0.500000,,Interview/conversational content,,No,No,1,,Does not address masculinity or gender norms,,NO,Not applicable,0,,Not applicable,0,0.000000,Mental Health,Mental health/emotional struggle,0,0.000000,No clear solution,No clear solution,1,1.000000,Commentary Content,Commentary/opinion,0,0.000000,None of these apply,Entertainment/escapism,0,0.000000,No support,Stories about men/women,0,No Justification,No Justification,1,Unclear,Positive,0,Unclear,Neutral,0,Unclear,Neutral,0,No,Yes,0,NO,NO,1,,,,
RIX-026,No,No,1,,,,,"Mental health; Social issues, e.g. corruption","Gender issues, e.g. equality; Mental health",0,0.333333,Interview/conversational content,Interview/conversational content,1,"Yes, implicitly",No,0,Mixed/unclear,Does not address masculinity or gender norms,0,NO,Not applicable,0,Not applicable,Not applicable,1,1.000000,Mental health/emotional struggle; Men’s behavior,Mental health/emotional struggle,0,0.500000,No clear solution,No clear solution,1,1.000000,Commentary/opinion,Commentary/opinion; Personal story,0,0.500000,Information seeking,Connection/social interaction; Information seeking,0,0.500000,"Stories about men/women, Facts/statistics",Personal experience,0,Anecdotal examples,Presented as common sense,0,Not mentioned,Mixed,0,Not mentioned,Neutral,0,Not mentioned,Neutral,0,Somewhat,Yes,0,NO,NO,1,,,,
RIX-028,No,No,1,,,,,Mental health,"Family/children; Gender issues, e.g. equality; Mental health; Money/status",0,0.250000,Commentary / Self-help Content,Interview/conversational content,0,No,"Yes, explicitly",0,,More progressive/equitable/expansive,,,Yes,,,Men need to be emotionally open,0,0.000000,Kenyan Social & Cultural Problems,Economic/status pressure; Mental health/emotional struggle; Men’s behavior,0,0.000000,More emotional growth / healing,No clear solution,0,0.000000,Motivational speech,Advice/instruction; Commentary/opinion; Personal story,0,0.000000,Identity Construction,Connection/social interaction; Documentation of events; Information seeking; Self expression/identity construction,0,0.000000,Cultural / Social Observations,Mixed,0,No Justification,"Anecdotal examples, Presented as common sense",0,Unclear,Mixed,0,Unclear,Mixed,0,Negative,Neutral,0,No,No,1,NO,NO,1,,,,
RIX-030,No,No,1,,,,,Family/children,"Family/children; Gender issues, e.g. equality; Social issues, e.g. corruption",0,0.333333,Interview/conversational content,Interview/conversational content,1,No,No,1,Does not address masculinity or gender norms,Does not address masculinity or gender norms,1,Not applicable,Not applicable,1,Not applicable,Not applicable,1,1.000000,Other,Kenyan or Nigerian political/social problems,0,0.000000,No clear solution,No clear solution,1,1.000000,Commentary/opinion,Commentary/opinion; Debate/argument; Personal story,0,0.333333,Information seeking,Connection/social interaction; Information seeking,0,0.500000,Mixed,Mixed,1,Other,"Anecdotal examples, Presented as common sense",0,Not mentioned,Mixed,0,Not mentioned,Neutral,0,Not mentioned,Neutral,0,Somewhat,No,0,NO,NO,1,,,,
RIX-031,No,No,1,,,,,Mental health,"Gender issues, e.g. equality; Mental health",0,0.500000,Interview/conversational content,Interview/conversational content,1,No,No,1,Does not address masculinity or gender norms,Does not address masculinity or gender norms,1,Not applicable,Not applicable,1,Not applicable,Not applicable,1,1.000000,Mental health/emotional struggle,Mental health/emotional struggle,1,1.000000,Other,More emotional growth/healing,0,0.000000,Commentary/opinion,Commentary/opinion; Debate/argument; Personal story,0,0.333333,Information seeking,Connection/social interaction; Information seeking,0,0.500000,Cultural/social observations,Personal experience,0,No Justification,Anecdotal examples,0,Not mentioned,Positive,0,Not mentioned,Neutral,0,Not mentioned,Neutral,0,No,No,1,NO,Yes,0,,Calls for men to follow more equitable gender norms,0,0.000000
RIX-033,No,No,1,,,,,Friends/socializing; Mental health,"Dating/marriage; Family/children; Friends/socializing; Mental health; Social issues, e.g. corruption",0,0.400000,"Interview/conversational content, Motivational/self-help content /",Interview/conversational content,0,No,"Yes, implicitly",0,Does not address masculinity or gender norms,More progressive/equitable/expansive,0,NO,Yes,0,Not applicable,Men need to be emotionally open; Men need to improve themselves,0,0.000000,Mental health/emotional struggle,Kenyan or Nigerian political/social problems; Mental health/emotional struggle,0,0.500000,Building community; More emotional growth/healing,Building community; More emotional growth/healing; Social or political change,0,0.666667,Advice/instruction; Commentary/opinion,Advice/instruction; Commentary/opinion; Debate/argument; Personal story,0,0.500000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Information seeking,0,0.666667,"Cultural/social observations, Other",Mixed,0,"Presented as common sense, Other",Anecdotal examples,0,Unclear,Positive,0,Unclear,Neutral,0,Unclear,Neutral,0,No,Somewhat,0,NO,Yes,0,,Calls for men to follow more equitable gender norms,0,0.000000
RIX-042,No,No,1,,,,,"Dating/marriage; Gender issues, e.g. equality; Mental health","Dating/marriage; Gender issues, e.g. equality; Mental health",1,1.000000,"Interview/conversational content, Commentary/reaction content",Interview/conversational content,0,"Yes, explicitly","Yes, explicitly",1,More progressive/equitable/expansive,More progressive/equitable/expansive,1,Yes,Yes,1,Men need to be emotionally open; Men need to be equal partners,Men need to be emotionally open,0,0.500000,Mental health/emotional struggle; Men’s behavior; Women/feminism,Mental health/emotional struggle,0,0.333333,More emotional growth/healing; More equality/respect for women,More emotional growth/healing,0,0.500000,Advice/instruction; Commentary/opinion,Advice/instruction; Commentary/opinion; Personal story,0,0.666667,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Information seeking,0,0.666667,"Generalizations about men/women, Cultural/social observations",Personal experience,0,"Anecdotal examples, Presented as common sense",No Justification,0,Mixed,Positive,0,Mixed,Mixed,1,Negative,Neutral,0,No,No,1,NO,NO,1,,,,
RIX-046,No,Yes,0,,Shares something violent or gross,0,0.000000,Family/children; Other,"Family/children; Gender issues, e.g. equality; Mental health",0,0.250000,Interview/conversational content,Interview/conversational content,1,No,"Yes, explicitly",0,Does not address masculinity or gender norms,More progressive/equitable/expansive,0,NO,Unclear,0,Not applicable,Mixed/unclear,0,0.000000,No clear problem is identified,Mental health/emotional struggle,0,0.000000,No clear solution,No clear solution,1,1.000000,Personal story,Commentary/opinion; Personal story,0,0.500000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Information seeking,0,0.666667,Personal experience,Personal experience,1,No Justification,Anecdotal examples,0,Not mentioned,Mixed,0,Not mentioned,Neutral,0,Not mentioned,Negative,0,No,Yes,0,NO,Yes,0,,Calls for audience to like the content,0,0.000000
RIX-047,No,Yes,0,,Compelling question,0,0.000000,Family/children; Other,Family/children; Mental health,0,0.333333,Interview/conversational content,Interview/conversational content,1,No,"Yes, implicitly",0,Does not address masculinity or gender norms,More progressive/equitable/expansive,0,NO,Unclear,0,Not applicable,Mixed/unclear,0,0.000000,No clear problem is identified,No clear problem is identified,1,1.000000,No clear solution,More emotional growth/healing,0,0.000000,Personal story,Debate/argument,0,0.000000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction,0,0.333333,,No support,,No Justification,No Justification,1,Unclear,Positive,0,Not mentioned,Neutral,0,Negative,Neutral,0,No,No,1,NO,NO,1,,,,
RIX-054,Yes,Yes,1,Shares something surprising; Shares something violent or gross,Shares something violent or gross,0,0.500000,Family/children; Mental health,"Gender issues, e.g. equality; Mental health",0,0.333333,Interview/conversational content,Interview/conversational content,1,"Yes, implicitly",No,0,Mixed/unclear,Does not address masculinity or gender norms,0,Unclear,Not applicable,0,Mixed/unclear,Not applicable,0,0.000000,Mental health/emotional struggle,Mental health/emotional struggle,1,1.000000,No clear solution,No clear solution,1,1.000000,Personal story,Personal story,1,1.000000,Connection/social interaction; Information seeking; Self expression/identity construction,Connection/social interaction; Documentation of events,0,0.250000,Personal experience,Personal experience,1,Anecdotal examples,Anecdotal examples,1,Negative,Mixed,0,Positive,Neutral,0,Negative,Neutral,0,Yes,Yes,1,NO,NO,1,,,,
RIX-065,No,No,1,,,,,Family/children; Other,Family/children; Friends/socializing; Mental health,0,0.250000,Interview/conversational content,Interview/conversational content,1,No,No,1,Does not address masculinity or gender norms,Does not address masculinity or gender norms,1,Not applicable,Not applicable,1,Not applicable,Not applicable,1,1.000000,Mental health/emotional struggle; Men’s behavior,Global political/social/cultural problems; Mental health/emotional struggle,0,0.333333,More emotional growth/healing,Building community,0,0.000000,Commentary/opinion; Personal story,Commentary/opinion; Debate/argument; Personal story,0,0.666667,Information seeking,Connection/social interaction; Information seeking,0,0.500000,Personal experience,Mixed,0,Anecdotal examples,Anecdotal examples,1,Not mentioned,Mixed,0,Not mentioned,Neutral,0,Not mentioned,Negative,0,No,Yes,0,NO,NO,1,,,,
