file,comment_number,decision,reason,starting_text,comment_text
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,55,Borderline,Short empathy reaction; somewhat generic but related.,"My first time watching your blog it's something in the past but I felt so sorry for you, but thank God through it all you're standing love from London","My first time watching your blog it's something in the past but I felt so sorry for you, but thank God through it all you're standing love from London"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,56,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Wow this came on time, I actually confronted my mum yesterday abt my childhood trauma she caused,,, she told me she won't apologise because I approached her wrongly,I should've bro","Wow this came on time, I actually confronted my mum yesterday abt my childhood trauma she caused,,, she told me she won't apologise because I approached her wrongly,I should've brought it up while we were talking about something else... I am healed at least I got all out of my system which was like chained...."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,57,Keep,Related to the piece and/or scope; usable for audience reception coding.,I really use to feel that I was the only one that went though it till I hear you . I am still feeling the pains of  the hands of my dad . As much as he died 24 years ago . It’s bec,I really use to feel that I was the only one that went though it till I hear you . I am still feeling the pains of  the hands of my dad . As much as he died 24 years ago . It’s because ofGod why am still in this life.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,58,Keep,Related to the piece and/or scope; usable for audience reception coding.,May the lord continue to heal you,May the lord continue to heal you
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,59,Keep,Related to the piece and/or scope; usable for audience reception coding.,"""We were separated from our emotions at a young age.""  That is so heart-breakingly true. Otieno we salute you for sharing your story and consciously choosing to be a better person ","""We were separated from our emotions at a young age.""  That is so heart-breakingly true. Otieno we salute you for sharing your story and consciously choosing to be a better person than the blueprint you were given ✊🏾❤"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,60,Keep,Related to the piece and/or scope; usable for audience reception coding.,"""Every home should be a church."" Thank you, dear Otieno O. You are a generous gift to us.","""Every home should be a church."" Thank you, dear Otieno O. You are a generous gift to us."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,61,Keep,Related to the piece and/or scope; usable for audience reception coding.,I think you can be so useful in counseling and psychology. You'd change so many lives out here and be a blessing. Maybe you went through all that for a purpose. I relate with you i,I think you can be so useful in counseling and psychology. You'd change so many lives out here and be a blessing. Maybe you went through all that for a purpose. I relate with you in so many ways. Growing up was not easy. Though in mine there was no physical violence there was too much emotional abuse.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,62,Keep,Related to the piece and/or scope; usable for audience reception coding.,This is what our society needs.Healing.A broken people and family leads to broken societies. | You are  brave to come out and speak of this issues.You went through that for a purpo,This is what our society needs.Healing.A broken people and family leads to broken societies. | You are  brave to come out and speak of this issues.You went through that for a purpose and this is your ministry.May God continue to use you to help many.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,63,Keep,Related to the piece and/or scope; usable for audience reception coding.,eeh how can someone go through so much! I help domestic violence victims but this child abuse was of another level cheeeee!!!!!Look at the bright side of life. God has had you all ,eeh how can someone go through so much! I help domestic violence victims but this child abuse was of another level cheeeee!!!!!Look at the bright side of life. God has had you all this time. All that you went through prepared you for NOW. Now is the time for you to enjoy God's blessings. God has been there all along
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,64,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Oh Yea! When you've had such an experience, you really learn to appreciate yourself. You learn to make life happen on your own. No connections, No charity, you just stick out your ","Oh Yea! When you've had such an experience, you really learn to appreciate yourself. You learn to make life happen on your own. No connections, No charity, you just stick out your horns and break the Walls for life to move. I had to decide that I WAS NOTHING CLOSE TO WHAT MY DAD HAD LIVED TO DOOM ME TO. I had to frantically go on a search for who I really was. I've seen Therapists for YEARS until my psych stabalized. Until I broke free from The Grip of growing up in an Abusive home. I Frantically searched the Bible for what God thought of me and I decided to run with it like that. PERIOD. That's the only way My life moved. Otherwise I'd still be in such a Dark Hopeless Place. |  | This Guy, YOU'RE JUST A HERO!"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,65,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Why did your mum tell you to say yo did it, have you ever questioned whether your mum was supporting your dad? Seems like you were the scapegoat, and would rather let you be the on","Why did your mum tell you to say yo did it, have you ever questioned whether your mum was supporting your dad? Seems like you were the scapegoat, and would rather let you be the one to experience the wrath of your father as long as it is not her."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,66,Borderline,Short personal impact statement; limited coding value.,I needed to hear this.,I needed to hear this.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,67,Keep,Related to the piece and/or scope; usable for audience reception coding.,"To be honest ; lots of our parents were frustrated individuals, some of them  behaved like a sociopaths!!","To be honest ; lots of our parents were frustrated individuals, some of them  behaved like a sociopaths!!"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,68,Keep,Related to the piece and/or scope; usable for audience reception coding.,"My brother, pride will cause much pain, so African men have to let pride go. Pride is a demon that has ourcAfrican men in bondage. Nobody can help him; he needs God to help him.","My brother, pride will cause much pain, so African men have to let pride go. Pride is a demon that has ourcAfrican men in bondage. Nobody can help him; he needs God to help him."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,69,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Your story is familiar to my husband's.  Boy, he had a hard life and I got the blunt of his pain, but I've learned to understand his position.  He just does not know how to show lo","Your story is familiar to my husband's.  Boy, he had a hard life and I got the blunt of his pain, but I've learned to understand his position.  He just does not know how to show love. He only thinks about himself. He's in survival mode. I trust God to help him see that his parents and culture had done him a disservice."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,70,Keep,Related to the piece and/or scope; usable for audience reception coding.,"You shall live and not die. You are on your way to recovery.  Your situation us God's opportunity. Hold on to Jesus. God bless you my son. My last child is 36 yrs, so could have be","You shall live and not die. You are on your way to recovery.  Your situation us God's opportunity. Hold on to Jesus. God bless you my son. My last child is 36 yrs, so could have been my grandson. I have a granddaughter age 27"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,71,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Your father is just like my father, the only difference is he never drunk alcohol,but beatings for real,we had it rough.we had a permanent nyaunyo well kept we were told it's the t","Your father is just like my father, the only difference is he never drunk alcohol,but beatings for real,we had it rough.we had a permanent nyaunyo well kept we were told it's the tail of a hippo,it's a long story"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,72,Keep,Related to the piece and/or scope; usable for audience reception coding.,I am glad you realized that cultures can ruin people's lives. Thats why some of those primitive traditions must be obliterated. The younger generation must  stand against them. My ,"I am glad you realized that cultures can ruin people's lives. Thats why some of those primitive traditions must be obliterated. The younger generation must  stand against them. My brother, please believe that there is hope in God for you.  | Is you talked about the hypocrisy of your father, I realize that some folks are experts of pretense.  | You had said,  because of your painful upbringing, your relationship was not good, but try again. You can love, believe me you can. Ask God to give you his love. Africa is a great place, but some elements of our culture are toxic,  acidic and caustic."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,73,Keep,Related to the piece and/or scope; usable for audience reception coding.,Hallelujah! The best sharing I have watched my entire life. Having had a similar childhood which graduated into intense abusive relationships. Thank you so much Onyango. God Increa,"Hallelujah! The best sharing I have watched my entire life. Having had a similar childhood which graduated into intense abusive relationships. Thank you so much Onyango. God Increase you exceedingly. My take home, Church should be everywhere one or two are, from family, friends, neighbors etc. Justus, your presentation of your guests is top notch! God bless you"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,74,Keep,Related to the piece and/or scope; usable for audience reception coding.,"This is why I am opposed to the people that say children are a blessing. They are a responsibility, they are my responsibility. If I want their life to be a blessing, I need the ri","This is why I am opposed to the people that say children are a blessing. They are a responsibility, they are my responsibility. If I want their life to be a blessing, I need the right skills. I need to understand what they require. Otherwise most children are dealing with childhood trauma, they are perpetuating the cycle of abuse as they don’t know better. |  | How I wish they taught me such things when I was a child and in school."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,75,Keep,Related to the piece and/or scope; usable for audience reception coding.,Wow. I am glad this man is strong enough to share his story. I am so sorry you have to go through abuse at the hands of your father who is supposed to be your protector and guide. ,Wow. I am glad this man is strong enough to share his story. I am so sorry you have to go through abuse at the hands of your father who is supposed to be your protector and guide. May God heal your heart so you can truly forgive your father.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,76,Borderline,Very short trauma statement; related but thin.,My mum was a psychopath,My mum was a psychopath
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,77,Keep,Related to the piece and/or scope; usable for audience reception coding.,Leave him. What is the purpose of being with someone who can't love? Men who are unable to love should live alone,Leave him. What is the purpose of being with someone who can't love? Men who are unable to love should live alone
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,78,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Will not argue sweetheart,  but I showed you scriptures,  so if you doubt scriptures, no comment. However, I will say this: God blessed man and woman and told them to multiply and ","Will not argue sweetheart,  but I showed you scriptures,  so if you doubt scriptures, no comment. However, I will say this: God blessed man and woman and told them to multiply and fill the earth. Genesis (1:28). Many people went out had sex outside of marriage and all these children suffer because of the disorder of man. God says marry a woman, not women, so polygamy is a breach. Having multiple women is wrong , having babies out side of the confines of marriage is a sin too. Although, the children are born outside of marriage or inside, they are still a blessed gift from God.   | Children die for hunger and diseases because of oppressers who oppress the poor. There is enough to ho around for the world to be sufficed, but some want to be superior, so the deprived a certain group. This world is unequal. We need open minds. We need to be objective rather than subjective. Cultures put people in bondage. Even if my children displease me, or God, they are still blessings from God.  I cannot buy a child at the store. That child had to grow in a woman's womb.Do you know how the bones grow in the womb? My dear, God is involved. Speak life. Even if you are not convinced that they are blessings, please help me pray for our youngers all over the world who have lost hope. Tell God to change them from just being a product of sex, and make them a blessing so they can be used by God. One of the reasons why people have no regard for their fellowmen is because they dont see children as blessings, we see they as product of sex.Not to dismiss the process of the sexual act, but the end result is s beautiful life."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,79,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Children are a blessing from the Lord.,so even if you oppose it, its the truth. Opposing it is opposing God. Psalms 127:3.Having children comes with responsibility. We are responsi","Children are a blessing from the Lord.,so even if you oppose it, its the truth. Opposing it is opposing God. Psalms 127:3.Having children comes with responsibility. We are responsible for our children until they become an adult, whether 18 or 21. And they dont owe their parents anything. However, good children will help their children when they are aging."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,80,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@oraltraditions6127  they are not a blessing from God they are a product of sex! All those children who will die of hunger today or other preventable causes, do you think God wante","@oraltraditions6127  they are not a blessing from God they are a product of sex! All those children who will die of hunger today or other preventable causes, do you think God wanted them to die!  |  | Saying children are a blessing absolves parents from absolute responsibility from bringing children into the earth without planning."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,81,Keep,Related to the piece and/or scope; usable for audience reception coding.,Children must be planned for,Children must be planned for
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,82,Keep,Related to the piece and/or scope; usable for audience reception coding.,"@Imuetinyanosa  children are innocent, it’s the work of parents to ensure children lives are a blessing. Bad parenting =bad adulthood. Too many children are suffering out there, th","@Imuetinyanosa  children are innocent, it’s the work of parents to ensure children lives are a blessing. Bad parenting =bad adulthood. Too many children are suffering out there, they are too innocent but their lives have been turned into a curse by those who brought them here"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,83,Keep,Related to the piece and/or scope; usable for audience reception coding.,@Imuetinyanosa  do you know how many kids we loose in Kenya from preventable causes. Do you know there are children starving to death 💀 in Kenya? We need to all come together and m,"@Imuetinyanosa  do you know how many kids we loose in Kenya from preventable causes. Do you know there are children starving to death 💀 in Kenya? We need to all come together and make sure no child dies, how can such suffering come from God?  |  | Also we need to drum it into people that children are not a miraculous conception they are a responsibility. You need resources and skills"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,84,Borderline,Short reaction to final words; limited coding value.,I love his final words,I love his final words
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,85,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Sorry man! Continue on your healing  journey bro. Those parents need healing too if ONLY they knew how sick  they are,  but it is sad that the people who were to parent you, abused","Sorry man! Continue on your healing  journey bro. Those parents need healing too if ONLY they knew how sick  they are,  but it is sad that the people who were to parent you, abused you. Probably your parents were victims too,  and can steal heal in order for the whole family to heal, otherwise the trauma continues. | You are really strong bro! All the best❤"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,86,Keep,Related to the piece and/or scope; usable for audience reception coding.,Wooh! I'm so proud of you. I need your courage to speak out. I'm tired of the cycle. I don't know where to begin 😕,Wooh! I'm so proud of you. I need your courage to speak out. I'm tired of the cycle. I don't know where to begin 😕
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,87,Keep,Related to the piece and/or scope; usable for audience reception coding.,Childhood trauma is real and this trauma that may have seemed to happen long time will affect how you in your marriage,Childhood trauma is real and this trauma that may have seemed to happen long time will affect how you in your marriage
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,88,Keep,Related to the piece and/or scope; usable for audience reception coding.,You successfully broke the generational cycle of abuse and abundonement.,You successfully broke the generational cycle of abuse and abundonement.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,89,Borderline,Generic encouragement; limited coding value.,Young man you are on the right track  keep going.All the best.,Young man you are on the right track  keep going.All the best.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,90,Remove,Generic praise only.,Very good insight. Great job!,Very good insight. Great job!
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,91,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Wow, I love your authenticity and your healing journey Onyango Otieno. May men arise and speak","Wow, I love your authenticity and your healing journey Onyango Otieno. May men arise and speak"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,92,Keep,Related to the piece and/or scope; usable for audience reception coding.,"There some huge important points that I have never heard from any other movitational speaker. | Thank you. | At first when I started watching your vedio i didn't take it seriously,","There some huge important points that I have never heard from any other movitational speaker. | Thank you. | At first when I started watching your vedio i didn't take it seriously, I am glad that I was chatting with another phone so I didn't interupt the video as time goes i started now picking up nice teachings. | I have learned alot from this video. | I might not have crum everything you've talked about but the little points that I have mastered I am going to share them with some of my friends. | Once again thank you...be blessed."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,93,Keep,Related to the piece and/or scope; usable for audience reception coding.,Whoever is reading this may God protect u and ur family from depression and all form of sickness...May God release destiny helpers to you and double your prosperity ...Healing be y,Whoever is reading this may God protect u and ur family from depression and all form of sickness...May God release destiny helpers to you and double your prosperity ...Healing be your portion in Mighty Name
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,94,Keep,Related to the piece and/or scope; usable for audience reception coding.,The very first 2 minutes are already so PROFOUND. WOW! Breaking Generational Curses. Well Done bro. So PROUD of you 👏🏽,The very first 2 minutes are already so PROFOUND. WOW! Breaking Generational Curses. Well Done bro. So PROUD of you 👏🏽
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,95,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Eric you are  a special  man that’s Why you were prepared to come and lead those hurting to heal and change their life into positive , emotional and happy man.Eric keep shining and","Eric you are  a special  man that’s Why you were prepared to come and lead those hurting to heal and change their life into positive , emotional and happy man.Eric keep shining and man “it’s okay to be open to express your feelings “. Be blessed and lots of love🕊 🇰🇪❤️😘😘"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,96,Keep,Related to the piece and/or scope; usable for audience reception coding.,Some of those old parents were wicked people with no fear of God. Religious hypocrisy is what they had. May we all heal from childhood traumas,Some of those old parents were wicked people with no fear of God. Religious hypocrisy is what they had. May we all heal from childhood traumas
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,97,Borderline,Short healing/prayer response; limited coding value.,Thank God for healing..,Thank God for healing..
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,98,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Venting their anger on you could be the only thing uniting them. I also experienced violence, my father always beat me but I came to realize my mother was behind it all. She was in","Venting their anger on you could be the only thing uniting them. I also experienced violence, my father always beat me but I came to realize my mother was behind it all. She was inciting him against me. Last year July my father strangled me I was dying. I had to be admitted because I passed out. I eventually left home in November because of verbal abuse and didn't even go back for Christmas. I'm happy where I am, I don't think I'll go back"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,99,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Sorry dear Judy,hugs girl that is really  terrible  can't imagine anyone  going through  such terror, brave you are.","Sorry dear Judy,hugs girl that is really  terrible  can't imagine anyone  going through  such terror, brave you are."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,100,Keep,Related to the piece and/or scope; usable for audience reception coding.,"And yea, Mine was also a Church Guy who behind closed doors was like an absolute LUNATIC!🙆🙆Aki I was so confused!  | Luckily God revealed himself to me personally and I was able to","And yea, Mine was also a Church Guy who behind closed doors was like an absolute LUNATIC!🙆🙆Aki I was so confused!  | Luckily God revealed himself to me personally and I was able to separate between who God really was and what He was not. That kept me from Commiting suicide all the times I contemplated and even  attempted. That helped me make it through coz Man! I could never have lived to tell the story."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,101,Keep,Related to the piece and/or scope; usable for audience reception coding.,I'm so proud of men who share their trauma in order to heal themselves as well as other men.  Not enough work is done to help our young men deal with their emotions and mental heal,"I'm so proud of men who share their trauma in order to heal themselves as well as other men.  Not enough work is done to help our young men deal with their emotions and mental health.  What happened to him as a child was horrifying.  All too often, children of abuse grow up to be very angry and depressed adults.  Because this man decided to seek out, speak up and get help, he is now we'll adjusted and has a great outlook on life.  Congtats to him on his journey to well-being."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,102,Keep,Related to the piece and/or scope; usable for audience reception coding.,Your dad deserved to be in prison now he is sooo evil!,Your dad deserved to be in prison now he is sooo evil!
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,103,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Rix Nyonyango, ""They gave me this, I'm giving them this"" sure thing, you should choose the kind of man you give the world. Strong!","Rix Nyonyango, ""They gave me this, I'm giving them this"" sure thing, you should choose the kind of man you give the world. Strong!"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,104,Keep,Related to the piece and/or scope; usable for audience reception coding.,Every home should be a church. Every home should be a safe space!  | Thank you for sharing your story Eric.  | I will gladly share this. | Justus we are always grateful.,Every home should be a church. Every home should be a safe space!  | Thank you for sharing your story Eric.  | I will gladly share this. | Justus we are always grateful.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,105,Remove,"Comment about the show format/platform, not the masculinity/trauma topic.",This show is a look alike of a South African show called I have been through the most.... Good show people have a platform to inspire and transform keep it up,This show is a look alike of a South African show called I have been through the most.... Good show people have a platform to inspire and transform keep it up
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,106,Keep,Related to the piece and/or scope; usable for audience reception coding.,I struggle with depression too and will one day tell my story and be a mental health advocate like you. Thanks for telling your story. Being positive and hopeful always helps.,I struggle with depression too and will one day tell my story and be a mental health advocate like you. Thanks for telling your story. Being positive and hopeful always helps.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,107,Keep,Related to the piece and/or scope; usable for audience reception coding.,You are a gift to human being.  Those who have sense listen to this bright young man!  I love your analogy of who human beings function.  Please don’t stop🙌🏼,You are a gift to human being.  Those who have sense listen to this bright young man!  I love your analogy of who human beings function.  Please don’t stop🙌🏼
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,108,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Pole sana mdogo wangu. I feel your pain. So sad but yet so inspirational. Thank you for sharing your story, #You have inspired many, me as well. |  | Halafu someone just commented ","Pole sana mdogo wangu. I feel your pain. So sad but yet so inspirational. Thank you for sharing your story, #You have inspired many, me as well. |  | Halafu someone just commented that your delusional..?? Unbelievable! Yaani kwanza kanikasirisha sana hadi  I have flagged and reported her comment as Negative in this community, youtu.be should block him/her... | Negative comments towards an individual's personal story not acceptable, period!!!!"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,109,Keep,Related to the piece and/or scope; usable for audience reception coding.,This is powerful. I am raising boys and this has opened helped me to see that I need to stop certain things as it may destroy them. I will definitely do better for my nephew's too.,This is powerful. I am raising boys and this has opened helped me to see that I need to stop certain things as it may destroy them. I will definitely do better for my nephew's too. Bless you brother
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,110,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Pole brother , may God favor u  | As a lady not a minute  I will allow  my husband   to overdiscipline  my child  | Normal discipline  is enough","Pole brother , may God favor u  | As a lady not a minute  I will allow  my husband   to overdiscipline  my child  | Normal discipline  is enough"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,111,Keep,Related to the piece and/or scope; usable for audience reception coding.,My brother i can relate may you continue to find healing .Ameen,My brother i can relate may you continue to find healing .Ameen
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,112,Keep,Related to the piece and/or scope; usable for audience reception coding.,"I'm affected to date, I pray that GOD will help me out ,I'm fighting and I know I will overcome. Thanks Eric for speaking out for many. Mum and her sister made my life a living hel","I'm affected to date, I pray that GOD will help me out ,I'm fighting and I know I will overcome. Thanks Eric for speaking out for many. Mum and her sister made my life a living hell ,I have never known what motherly love is but anyway I'm old now, I don't need her love anyway. So long as I'm breathing and I'm not sick aaand I can manage my life each day one day at a time, I'm good to go.Buuut I still love her down deep in my heart ,I have forgiven her but going near her is a no ."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,113,Remove,Generic thanks/offer reference; not substantive enough.,Awesome inspirational speech thank you so much for the offer,Awesome inspirational speech thank you so much for the offer
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,114,Keep,Related to the piece and/or scope; usable for audience reception coding.,You are brave man!!you learn everything by yourself self.God bless you.,You are brave man!!you learn everything by yourself self.God bless you.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,115,Keep,Related to the piece and/or scope; usable for audience reception coding.,Violence family and toxic parents can be really tormenting and traumatizing to a child. This story is like mine. I never forget to thank God for my mom to finally gather the courag,"Violence family and toxic parents can be really tormenting and traumatizing to a child. This story is like mine. I never forget to thank God for my mom to finally gather the courage to leave that marriage. It's been years now ever since we left but the memories of the beatings still hurts me to-date. Kwanza umetaja iyo ""nyahunyo"" nikaskia mwili  umetetemeka, coz that's what dad used to beat us with 😭😭"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,116,Keep,Related to the piece and/or scope; usable for audience reception coding.,This young man went through the most but I am glad he went through a healing journey. These are the authentic stories that am inspired by. I really appreciate men who are bold enou,"This young man went through the most but I am glad he went through a healing journey. These are the authentic stories that am inspired by. I really appreciate men who are bold enough to talk about their challenges and really seek to understand themselves. We need to normalize healing black men, men are not machines they are human beings with emotions hence there should be safe space for them to discuss their issues as well."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,117,Keep,Related to the piece and/or scope; usable for audience reception coding.,"I can testify to this after living with a husband who had childhood trauma. Insecurity, paranoia become a big issue in adulthood","I can testify to this after living with a husband who had childhood trauma. Insecurity, paranoia become a big issue in adulthood"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,118,Keep,Related to the piece and/or scope; usable for audience reception coding.,They were not wicked. They had no one to explain life issues. They were operating from a point of ignorance completely lost themselves.  We can only forgive them and do a better jo,They were not wicked. They had no one to explain life issues. They were operating from a point of ignorance completely lost themselves.  We can only forgive them and do a better job with our children. I promised myself not to raise my children the way l was raised.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,119,Keep,Related to the piece and/or scope; usable for audience reception coding.,they are not wicked even parents have traumas in them...remember hurt begets hurt.,they are not wicked even parents have traumas in them...remember hurt begets hurt.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,120,Keep,Related to the piece and/or scope; usable for audience reception coding.,They also had their own trauma from their upbringing,They also had their own trauma from their upbringing
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,121,Keep,Related to the piece and/or scope; usable for audience reception coding.,"God bless the host of this channel, we are learning alot. | Really sorry about the pain you went through, but, you are determined to share and help other people,  thank you...you a","God bless the host of this channel, we are learning alot. | Really sorry about the pain you went through, but, you are determined to share and help other people,  thank you...you are a very young man but wise ready to transform the society for the better. | I think we should try to make our society a better and a safer place to be, if one feel that they are struggling mentally, good to ask for help, don't keep quiet."
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,122,Keep,Related to the piece and/or scope; usable for audience reception coding.,We can not use the same standards for our parents that we use to guage ourselves,We can not use the same standards for our parents that we use to guage ourselves
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,123,Keep,Related to the piece and/or scope; usable for audience reception coding.,I would actually take it back to our grandparents some of the stories my mum shares you wonder how she did not replicate what was done to her and by extension the colonial machine ,I would actually take it back to our grandparents some of the stories my mum shares you wonder how she did not replicate what was done to her and by extension the colonial machine which introduced this corporal punishment where parents were being beaten infront of their children and women being raped infornt of their husbands for defiance collectively as melananted people we have all endured trauma in some way shape or form others have broken the cycle others continued because they never knew any better you cant do what you have not seen...
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,124,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Church? No. A home should be just a home; safe, warm, loving, joyous, encouraging... Should be beautiful","Church? No. A home should be just a home; safe, warm, loving, joyous, encouraging... Should be beautiful"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,125,Keep,Related to the piece and/or scope; usable for audience reception coding.,I'm so sorry darl. May you continue to heal.,I'm so sorry darl. May you continue to heal.
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,126,Keep,Related to the piece and/or scope; usable for audience reception coding.,"Happy for you no child should endure such pain,they never ask to be brought into this world. Hehe and we share names also ruo","Happy for you no child should endure such pain,they never ask to be brought into this world. Hehe and we share names also ruo"
youtube_my_voice_was_beaten_out_of_me_by_my_father_toxic_masculinity.csv,127,Keep,Related to the piece and/or scope; usable for audience reception coding.,Thankful to see that God has kept you Eric. Childhood trauma is extremely difficult but God makes us overcomers. 🌺,Thankful to see that God has kept you Eric. Childhood trauma is extremely difficult but God makes us overcomers. 🌺
